"KEY","p_trend","COD","AIC","BIC","df","LAG","SUM_rows","SUM_cols","coef1","CLASS"
"199-K-208",1.54295490026879e-05,NA,NA,NA,8,7,3,4,63.2452016052025,"Trend_Summary"
"199-K-209",7.73936470466197e-13,NA,NA,NA,31,78,3,4,124.692742759803,"Trend_Summary"
"199-K-21",0,NA,NA,NA,6056,6,3,4,44.2901094143672,"Trend_Summary"
"199-K-22",0,NA,NA,NA,5737,9,3,4,50.9619736975918,"Trend_Summary"
"199-K-221",3.44503781057881e-09,NA,NA,NA,27,46,3,4,79.4847166516256,"Trend_Summary"
"199-K-222",7.03824731840275e-06,NA,NA,NA,24,49,3,4,85.3907477332529,"Trend_Summary"
"199-K-223",0,NA,NA,NA,2809,20,3,4,98.3055534928015,"Trend_Summary"
"199-K-224",2.66453525910038e-15,NA,NA,NA,34,13,3,4,91.9757946302457,"Trend_Summary"
"199-K-225",0,NA,NA,NA,74,47,3,4,105.208284407989,"Trend_Summary"
"199-K-227",6.01295282454117e-08,NA,NA,NA,18,28,3,4,97.4500351525028,"Trend_Summary"
"199-K-228",3.50048212638399e-10,NA,NA,NA,22,46,3,4,103.461478156891,"Trend_Summary"
"199-K-229",2.33146835171283e-15,NA,NA,NA,37,26,3,4,101.149267866701,"Trend_Summary"
"199-K-230",2.48908495259492e-07,NA,NA,NA,17,17,3,4,52.7920452224873,"Trend_Summary"
"199-K-231",6.53536247341435e-09,NA,NA,NA,20,34,3,4,106.516843732429,"Trend_Summary"
"199-K-232",0,NA,NA,NA,2320,12,3,4,54.1911677718693,"Trend_Summary"
"199-K-233",0.00116548757448609,NA,NA,NA,8,79,3,4,119.718138985877,"Trend_Summary"
"199-K-235",0,NA,NA,NA,1471,29,3,4,106.843070134641,"Trend_Summary"
"199-K-236",0,NA,NA,NA,2137,24,3,4,107.725380119276,"Trend_Summary"
"199-K-238",0.000140414626938368,NA,NA,NA,5,23,3,4,74.797254722911,"Trend_Summary"
"199-K-239",1.2798164750194e-08,NA,NA,NA,15,15,3,4,86.0635897777745,"Trend_Summary"
"199-K-240",NA,NA,NA,NA,NA,NA,1,1,NA,"Trend_Summary"
"199-K-242",0.0148480895507017,NA,NA,NA,5,10,3,4,54.1633082584981,"Trend_Summary"
"199-K-31",0,NA,NA,NA,3610,0,3,4,20.9625138220931,"Trend_Summary"
"199-K-32A",0,NA,NA,NA,4824,15,3,4,68.0696350682519,"Trend_Summary"
"199-K-32B",0,NA,NA,NA,5010,15,3,4,76.4327531435699,"Trend_Summary"
"199-K-34",0,NA,NA,NA,106,10,3,4,62.2849031515091,"Trend_Summary"
"199-K-36",0,NA,NA,NA,2624,34,3,4,110.610571564773,"Trend_Summary"
"199-K-37",0,NA,NA,NA,6104,16,3,4,43.6560507317979,"Trend_Summary"
"699-100-43B",0,NA,NA,NA,5578,0,3,4,19.3324968265831,"Trend_Summary"
"699-101-45",0,NA,NA,NA,3888,0,3,4,22.9296502183584,"Trend_Summary"
"699-101-48B",0,NA,NA,NA,38,0,3,4,3.96644657072161,"Trend_Summary"
"699-73-61",0.000108589551778615,NA,NA,NA,58,77,3,4,117.401027614472,"Trend_Summary"
"699-78-62",0,NA,NA,NA,4031,82,3,4,128.910265804547,"Trend_Summary"
"699-81-62",0,NA,NA,NA,836,0,3,4,120.429793300747,"Trend_Summary"
"699-88-41",3.73151779464731e-06,NA,NA,NA,53,0,3,4,118.383214628465,"Trend_Summary"
"699-88-41A",0,NA,NA,NA,2256,4,3,4,123.357999759344,"Trend_Summary"
"699-89-35",0,NA,NA,NA,47,0,3,4,61.2012701809285,"Trend_Summary"
"699-90-37B",6.35780317281842e-12,NA,NA,NA,37,37,3,4,75.4423576743863,"Trend_Summary"
"699-90-45",0,NA,NA,NA,72,90,3,4,112.49187641282,"Trend_Summary"
"699-91-46A",0,NA,NA,NA,74,2,3,4,118.510190036892,"Trend_Summary"
"699-92-49",1.23208747171422e-06,NA,NA,NA,15,75,3,4,106.658522698642,"Trend_Summary"
"699-93-37A",0,NA,NA,NA,2757,22,3,4,78.7308813991925,"Trend_Summary"
"699-93-48A",4.44089209850063e-16,NA,NA,NA,73,64,3,4,97.8273368752441,"Trend_Summary"
"699-94-41",0,NA,NA,NA,2715,90,3,4,110.516932416441,"Trend_Summary"
"699-94-43",0,NA,NA,NA,1774,0,3,4,129.530416830093,"Trend_Summary"
"699-95-45",0,NA,NA,NA,2128,58,3,4,110.092431217258,"Trend_Summary"
"699-95-45C",0,NA,NA,NA,1745,31,3,4,100.977657676606,"Trend_Summary"
"699-95-46",8.62077554453222e-07,NA,NA,NA,6,20,3,4,113.431378957844,"Trend_Summary"
"699-95-48",1.36953989547939e-05,NA,NA,NA,52,77,3,4,96.4616146048429,"Trend_Summary"
"699-95-48B",1.44312339855901e-11,NA,NA,NA,15,12,3,4,95.966293101473,"Trend_Summary"
"699-95-48C",1.30077837390274e-10,NA,NA,NA,15,12,3,4,98.383104745561,"Trend_Summary"
"699-95-51",0,NA,NA,NA,5493,24,3,4,85.1739594523236,"Trend_Summary"
"699-96-42B",0.000215903936634176,NA,NA,NA,16,27,3,4,88.726809023139,"Trend_Summary"
"699-96-43",1.92225360073905e-08,NA,NA,NA,36,88,3,4,94.1267681485025,"Trend_Summary"
"699-96-44",0,NA,NA,NA,2829,88,3,4,112.304126572391,"Trend_Summary"
"699-96-45",1.08179337909853e-06,NA,NA,NA,12,88,3,4,93.8353185196796,"Trend_Summary"
"699-96-52B",0,NA,NA,NA,5349,1,3,4,48.0254166345581,"Trend_Summary"
"699-97-41",0,NA,NA,NA,5554,30,3,4,80.901609627082,"Trend_Summary"
"699-97-43B",2.03199173043345e-08,NA,NA,NA,46,80,3,4,92.3471082229339,"Trend_Summary"
"699-97-43C",8.21544154927523e-09,NA,NA,NA,61,42,3,4,93.8164181189619,"Trend_Summary"
"699-97-45",0,NA,NA,NA,5830,63,3,4,98.5009186726889,"Trend_Summary"
"699-97-45B",3.76135789181831e-11,NA,NA,NA,59,41,3,4,83.737776535239,"Trend_Summary"
"699-97-47B",0,NA,NA,NA,2008,32,3,4,99.8677330367999,"Trend_Summary"
"699-97-47D",6.14020777556235e-08,NA,NA,NA,17,30,3,4,89.5734961448645,"Trend_Summary"
"699-97-48B",0,NA,NA,NA,3399,28,3,4,91.8460829163866,"Trend_Summary"
"699-97-48C",0,NA,NA,NA,3332,39,3,4,92.1957844410237,"Trend_Summary"
"699-97-51A",0,NA,NA,NA,74,16,3,4,64.5838506369241,"Trend_Summary"
"699-97-60",0,NA,NA,NA,2421,29,3,4,96.2223007509641,"Trend_Summary"
"699-97-61",NA,NA,NA,NA,NA,NA,1,1,NA,"Trend_Summary"
"699-98-43",0,NA,NA,NA,5700,27,3,4,72.3108109040272,"Trend_Summary"
"699-98-46",5.90902295494189e-06,NA,NA,NA,62,28,3,4,78.5593716564641,"Trend_Summary"
"699-98-49A",0,NA,NA,NA,2730,17,3,4,79.5145886939927,"Trend_Summary"
"699-98-50",4.44047809633474e-09,NA,NA,NA,15,10,3,4,82.5852248639477,"Trend_Summary"
"699-98-51",0,NA,NA,NA,4278,6,3,4,50.9966889286648,"Trend_Summary"
"699-99-41",0,NA,NA,NA,5598,0,3,4,36.9761713081004,"Trend_Summary"
"699-99-42B",0,NA,NA,NA,5322,1,3,4,41.2876403583913,"Trend_Summary"
"699-99-44",0,NA,NA,NA,5726,9,3,4,57.1064480977277,"Trend_Summary"
