NAME,DIST
AT-H-1-M,26.072729215782243
AT-H-1-S,23.330206721952507
AT-H-2-D,27.42331934785462
AT-H-2-M,27.449965622199258
AT-H-2-S,27.317043443560202
AT-H-3-D,26.905822603464276
AT-H-3-S,29.69168162334462
AT-K-2-M,15.563747992065954
AT-K-2-D,13.650928820526207
AT-K-2-S,19.026864632261837
AT-K-5-D,15.9753099684865
AT-K-5-M,14.863927882036249
AT-K-5-S,15.365603365347043
AT-K-4-D,32.61555979173954
AT-K-4-M,32.53640210948684
AT-K-4-S,32.52715343202801
AT-K-1-D,8.600571290696879
AT-K-1-M,7.7092742182224905
AT-K-1-S,8.153353644108117
AT-K-3-D,10.101106801768772
AT-K-3-M,9.045594740968992
AT-K-3-S,9.52855806618376
199-D8-73,155.30513103240307
199-D8-88,117.63285948333666
199-K-131,134.39496228930332
199-D5-92,124.87520283482796
199-K-132,216.41757139751937
199-D4-90,171.267570843451
199-D4-91,163.83357175520862
199-D4-92,180.81446573240174
199-D4-93,174.79747341829005
199-K-133,301.0587623270708
199-K-134,337.178764197184
199-K-135,358.52744532024366
199-K-136,322.2649552707394
199-K-137,549.9610205081666
199-K-138,203.6454374440445
199-K-139,373.6095593619474
199-K-140,360.49660333718555
699-96-41,1169.2296563054852
699-96-42,1163.696657542459
199-K-141,410.01008298354157
199-K-142,430.98499304767563
199-K-143,882.2890118074693
199-K-144,198.50096813202768
199-K-145,174.4366690642502
199-K-146,153.84926758035283
199-K-147,180.2920989066945
199-K-148,155.52142242848814
199-K-152,391.19808210932285
199-K-153,509.39556735475674
199-K-154,489.91143622925824
199-K-156,561.769097984406
199-K-157,459.7712987587649
199-D5-97,697.0937139577624
199-D2-11,878.5139128324901
199-D5-103,774.6804679772569
199-D5-104,626.0375011751379
199-K-158,707.3815189985869
199-D5-106,677.8288598465116
199-D5-107,479.04006329223165
199-D5-108,513.7673022135577
199-D5-109,466.454436297599
199-D5-110,482.24907963916695
199-D5-111,488.09809874001087
199-D5-112,472.0309081713947
199-D5-113,471.5048411806862
199-D5-114,509.32627687808707
199-D5-115,514.849364006752
199-D5-116,516.7578108699414
199-D5-117,511.7415321658727
199-D5-118,511.02299506588565
C5632,11.771852588958634
C5633,12.670128460544525
C5634,13.87447516158061
C5635,13.50791371958056
C5636,13.256362242888173
C5637,13.344647416682964
C5638,9.858442897497781
C5641,26.985066213154493
C5644,16.35105204633275
699-100-43B,44.200111228556715
699-99-42B,78.628981325848
699-99-41,67.01429207555461
699-99-44,513.6186432854992
699-98-43,483.94890649023085
699-97-41,519.2222820430106
699-98-46,1049.2437748746377
699-97-45,1246.9195953148107
699-95-45,1498.6500128603393
699-94-43,1679.8681389466308
699-97-48B,1252.9030324410173
699-95-51,562.1325525925034
699-97-43B,809.4341515031266
699-94-41,1206.503423240353
699-101-45,246.95561229227152
699-95-48,1393.5808258111933
699-96-52B,82.8362367377877
699-98-51,266.55492790612874
C5673,16.61862799841813
C5674,16.61862799841813
C5676,17.135674133918393
C5677,15.617355905448266
C5678,17.933027770334395
C5679,5.390938351714385
C5680,5.546941812936485
C5681,5.102213063720359
C5682,38.778815880697344
699-97-43C,811.3695695417447
699-97-45B,1247.6398031612748
699-97-48C,1250.851633138255
199-K-159,179.95723513698655
199-K-160,212.45631072892024
199-K-161,141.8043090118462
199-K-162,190.34186938810828
199-K-163,481.404235256094
C6236,3.6170203571625157
C6237,5.995777472179687
C6238,6.85772794072695
C6239,20.404380404530844
C6240,18.759359067523242
C6241,19.324521506759027
C6242,8.97433054256915
C6243,9.503728575349514
C6244,8.003319838477852
C6245,16.07333427494966
C6246,16.1916437555769
C6247,17.872888409201686
C6248,13.113159260067754
C6249,9.564938696403782
C6250,14.925922920359609
C6251,18.554566146890334
C6252,19.97654042233893
C6253,27.035520338542117
C6254,35.34613746730275
C6255,37.058547115626965
C6256,35.574209537902156
C6258,11.34601715625268
C6259,16.251950047629325
C6260,4.809064767666879
C6261,5.6710159862177205
C6266,11.923585793829313
C6267,11.977874908086463
C6268,12.62211841638442
C6269,15.491187016254914
C6270,15.743207617428638
C6271,16.067476558556724
C6272,29.003156674853628
C6275,30.78137440821465
C6278,36.02641194415401
C6281,17.233543487022462
C6282,16.654254270389416
C6284,9.868703758133266
C6285,9.770908823298077
C6286,9.903953444423925
C6287,31.712592551181963
C6288,32.19262738024532
C6290,21.514174604644037
C6291,21.60806696035504
C6293,28.559289168500328
C6296,51.93528837068863
C6297,53.0477347688341
C6299,18.036195611963652
C6300,18.491142561687226
C6301,16.36077014222664
C6332,9.009505984380572
C6333,9.107618283770702
C6334,8.819380939375566
199-K-164,565.9360045066152
199-D5-123,839.2197614844723
199-D5-125,659.2229116800928
199-D5-126,605.2531199957235
199-K-165,588.6320271656202
199-K-166,542.151021252776
199-K-168,373.4932190199042
199-K-169,586.4773803497101
199-K-170,645.4970760528339
199-K-171,1239.1089628620718
199-K-172,1486.9014844966514
DD-49-2.5,14.392927903885264
199-K-174,824.6221204173019
199-K-175,981.0781108229856
199-D4-94,173.29222389435063
199-D4-95,285.11157982421025
199-D4-96,203.71505774785737
199-D4-97,225.40366968344085
199-D4-98,82.43520085646601
199-D4-99,119.79766640727193
199-D2-10,338.9687719310681
199-D2-12,271.3331801383106
199-D8-89,144.4309929404868
199-D8-90,114.11497113842232
199-D8-91,107.22501879281504
199-D8-93,155.67574151064395
199-D8-94,93.07523831796036
