"NAME","WELL_ID","TYPE","STATUS","TD","BOH","ZCOORDS","YCOORDS","XCOORDS","OU"
"C9495","C9495","BORING","DECOMMISSIONED-V",32.3088,NA,212.89,136809.11,566948.09,"200-Z-1"
"C9496","C9496","BORING","DECOMMISSIONED-V",32.33928,NA,213.01,136868.82,566975.07,"200-Z-1"
"C9497","C9497","BORING","DECOMMISSIONED-V",83.60664,NA,204.82,137276.54,573371.07,"200-BP-5"
"C9498","C9498","BORING","DECOMMISSIONED-V",5.66928,NA,216.72,136668.74,567259.27,"200-Z-1"
"C9499","C9499","BORING","DECOMMISSIONED-V",32.1564,NA,216.33,136657.88,567202.86,"200-Z-1"
"C9500","C9500","INVALID","DECOMMISSIONED-V",2.25552,NA,NA,NA,NA,""
"C9501","C9501","CANCELLED SITE","DRILLING CANCELLED",NA,NA,216.9,136665.5,567203.2,"200-Z-1"
"C9502","C9502","BORING","DECOMMISSIONED-V",4.572,NA,216.66,136670.61,567176.95,"200-Z-1"
"C9503","C9503","BORING","DECOMMISSIONED-V",68.70192,NA,205.73,136658.31,566699.92,"200-Z-1"
"C9504","C9504","CANCELLED SITE","DRILLING CANCELLED",NA,NA,213.2,136803,566975,"200-Z-1"
"C9505","C9505","BORING","DECOMMISSIONED-V",32.43072,NA,213.21,136801.24,566975.41,"200-Z-1"
"C9506","C9506","BORING","DECOMMISSIONED-V",30.81528,NA,205.14,136471.97,566948.95,"200-Z-1"
"C9507","C9507","BORING","DECOMMISSIONED-V",74.18832,NA,202.64,136032.03,566847.78,"200-Z-1"
"C9508","C9508","CANCELLED SITE","DRILLING CANCELLED",NA,NA,206.1,136173,566585,"200-Z-1"
"C9509","C9509","CANCELLED SITE","DRILLING CANCELLED",NA,NA,206.3,136229,566569,"200-Z-1"
"C9510","C9510","BORING","DECOMMISSIONED-V",37.30752,NA,206.39,136228.59,566569.52,"200-Z-1"
"C9511","C9511","BORING","DECOMMISSIONED-V",35.2044,NA,206.21,136172.25,566583.67,"200-Z-1"
"C9512","C9512","BORING","DECOMMISSIONED-V",43.2816,NA,207.61,134419.87,567186.3,"200-UP-1"
"C9513","C9513","BORING","DECOMMISSIONED-V",73.3044,NA,205,134013.3,567160.18,"200-UP-1"
"C9514","C9514","BORING","DECOMMISSIONED-V",38.89248,NA,202.51,134412.24,566615.64,"200-UP-1"
"299-W22-117","C9515","GROUNDWATER WELL","IN-USE",26.60904,NA,212.066,134659.96,567619.03,"200-UP-1"
"299-W22-118","C9516","VADOSE WELL","DECOMMISSIONED-V",10.8204,NA,212.47,134669.04,567616.16,"200-UP-1"
"299-W22-119","C9517","GROUNDWATER WELL","IN-USE",24.8412,NA,212.079,134662.99,567624.05,"200-UP-1"
"299-W22-120","C9518","GROUNDWATER WELL","IN-USE",25.146,NA,212.147,134662.99,567621.01,"200-UP-1"
"299-W22-121","C9519","GROUNDWATER WELL","IN-USE",24.8412,NA,212.101,134662.99,567618.98,"200-UP-1"
"299-W22-122","C9520","GROUNDWATER WELL","IN-USE",24.6888,NA,212.134,134663,567615.93,"200-UP-1"
"299-W7-14","C9521","GROUNDWATER WELL","IN-USE",133.6548,133.6548,210.934,137639.37,566022.21,"200-Z-1"
"C9522","C9522","PROPOSED SITE","AWAITING DRILLING",NA,NA,NA,NA,NA,""
"C9523","C9523","PROPOSED SITE","AWAITING DRILLING",NA,NA,NA,NA,NA,""
"299-W19-117","C9524","CANCELLED SITE","DRILLING CANCELLED",NA,NA,212,134989.05,567251.81,"200-UP-1"
"299-W19-118","C9525","CANCELLED SITE","DRILLING CANCELLED",NA,NA,212,134989.05,567254.81,"200-UP-1"
"299-W19-119","C9526","CANCELLED SITE","DRILLING CANCELLED",NA,NA,212,134989.05,567256.81,"200-UP-1"
"299-W19-120","C9527","CANCELLED SITE","DRILLING CANCELLED",NA,NA,212,134989.05,567259.81,"200-UP-1"
"299-W19-121","C9528","CANCELLED SITE","DRILLING CANCELLED",NA,NA,212,134986.05,567254.81,"200-UP-1"
"299-W19-122","C9529","CANCELLED SITE","DRILLING CANCELLED",NA,NA,212,134983.04,567254.81,"200-UP-1"
"C9530","C9530","SOIL TUBE","DECOMMISSIONED-V",5.4864,NA,118.919,114116.808,593447.527,"1100-EM-1"
"C9531","C9531","SOIL TUBE","DECOMMISSIONED-V",5.4864,NA,118.084,114578.677,593182.686,"300-FF-5"
"C9532","C9532","SOIL TUBE","DECOMMISSIONED-V",5.4864,NA,119.877,114099.345,593454.425,"1100-EM-1"
"C9533","C9533","SOIL TUBE","CANDIDATE FOR DECOMMISSIONING",5.4864,NA,116.115,113860.146,592520.564,"1100-EM-1"
"C9534","C9534","SOIL TUBE","DECOMMISSIONED-V",5.4864,NA,114.05,113860.251,592444.953,"1100-EM-1"
"C9535","C9535","SOIL TUBE","DECOMMISSIONED-V",5.4864,NA,113.707,113860.616,592368.769,"1100-EM-1"
"C9536","C9536","SOIL TUBE","CANDIDATE FOR DECOMMISSIONING",5.4864,NA,112.388,113936.018,592558.423,"1100-EM-1"
"C9537","C9537","SOIL TUBE","CANDIDATE FOR DECOMMISSIONING",5.4864,NA,114.61,113936.209,592482.88,"1100-EM-1"
"C9538","C9538","SOIL TUBE","DECOMMISSIONED-V",5.4864,NA,114.091,113936.292,592406.838,"1100-EM-1"
"C9539","C9539","SOIL TUBE","CANDIDATE FOR DECOMMISSIONING",5.4864,NA,NA,114012.38,592519.29,"1100-EM-1"
"C9540","C9540","SOIL TUBE","DECOMMISSIONED-V",5.4864,NA,114.78,114012.344,592444.794,"1100-EM-1"
"C9541","C9541","SOIL TUBE","CANDIDATE FOR DECOMMISSIONING",5.4864,NA,NA,114087.95,592481.37,"1100-EM-1"
"199-D5-160","C9542","GROUNDWATER WELL","IN-USE",34.893504,NA,144.376,151429.17,573517.16,"100-HR-3-D"
"199-D5-161","C9543","CANCELLED SITE","DRILLING CANCELLED",NA,NA,141.7,151385.86,574066.87,"100-HR-3-D"
"199-D8-102","C9544","GROUNDWATER WELL","IN-USE",34.65576,NA,143.411,152076.09,573661.84,"100-HR-3-D"
"699-97-47C","C9545","GROUNDWATER WELL","IN-USE",12.8016,11.5824,125.041,153609.32,575286.11,"100-HR-3-D"
"699-88-41A","C9546","GROUNDWATER WELL","IN-USE",17.95272,NA,128.661,150957.6,577406.82,"100-HR-3-H"
"699-93-37A","C9547","GROUNDWATER WELL","IN-USE",20.2692,NA,126.116,151455.62,578449.32,"100-HR-3-H"
"C9548","C9548","BORING","DECOMMISSIONED-V",27.61488,NA,189.59,137696.87,573662.29,"200-BP-5"
"C9549","C9549","INSTRUMENT BORING","IN-USE",61.1124,NA,189.61,137697.13,573663.52,"200-BP-5"
"C9550","C9550","INSTRUMENT BORING","IN-USE",61.1124,NA,190.18,137719.05,573549.49,"200-BP-5"
"C9551","C9551","BORING","DECOMMISSIONED-V",3.93192,NA,192.04,137678.69,573614.63,"200-BP-5"
"C9552","C9552","INSTRUMENT BORING","IN-USE",61.63056,NA,192.06,137679.33,573616,"200-BP-5"
"C9553","C9553","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"C9554","C9554","BORING","DECOMMISSIONED-V",32.03448,NA,216.65,136670.78,567178.25,"200-Z-1"
"C9555","C9555","BORING","DECOMMISSIONED-V",82.296,NA,216.75,136667.49,567258.75,"200-Z-1"
"C9556","C9556","PROPOSED SITE","AWAITING DRILLING",NA,NA,NA,NA,NA,""
"C9557","C9557","PROPOSED SITE","AWAITING DRILLING",NA,NA,NA,NA,NA,""
"C9558","C9558","BORING","DECOMMISSIONED-V",3.07848,NA,209.64,136730.87,573778.58,"200-BP-5"
"C9559","C9559","BORING","DECOMMISSIONED-V",3.048,NA,208.09,136830.05,573854.93,"200-BP-5"
"C9560","C9560","BORING","DECOMMISSIONED-V",3.07848,NA,200.99,137373.5,573458.57,"200-BP-5"
"299-W6-16","C9561","GROUNDWATER WELL","IN-USE",145.6944,144.018,211.654,137468.59,566853.24,"200-Z-1"
"299-W15-230","C9562","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"299-W18-42","C9563","GROUNDWATER WELL","IN-USE",154.80792,81.86928,202.814,135139.19,565788.3,"200-Z-1"
"299-W18-43","C9564","GROUNDWATER WELL","IN-USE",136.160256,136.82472,204.581,135234.41,565793.77,"200-Z-1"
"299-W18-44","C9565","GROUNDWATER WELL","IN-USE",153.48204,135.4074,204.482,135421.17,565812.44,"200-Z-1"
"299-W22-123","C9566","GROUNDWATER WELL","IN-USE",140.87856,NA,208.848,133914,567593.02,"200-UP-1"
"299-W19-123","C9567","GROUNDWATER WELL","IN-USE",139.2936,NA,215.19,134988.14,567511.71,"200-UP-1"
"299-W19-124","C9568","PROPOSED SITE","AWAITING DRILLING",NA,NA,212.8,134870.25,567464.32,"200-UP-1"
"C9569","C9569","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.253,115221.466,592657.299,"200-PO-1"
"C9570","C9570","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.211,115222.875,592656.716,"200-PO-1"
"C9571","C9571","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.185,115224.569,592656.821,"200-PO-1"
"C9572","C9572","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.168,115223.427,592659.494,"200-PO-1"
"C9573","C9573","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.215,115224.625,592658.428,"200-PO-1"
"C9574","C9574","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.237,115222.717,592658.22,"200-PO-1"
"C9575","C9575","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.301,115229.714,592655.817,"200-PO-1"
"C9576","C9576","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.237,115222.717,592628.22,"200-PO-1"
"C9577","C9577","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.237,115222.717,592658.22,"200-PO-1"
"C9578","C9578","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.237,115222.717,592658.22,"200-PO-1"
"C9579","C9579","INSTRUMENT BORING","DECOMMISSIONED-V",6.096,NA,121.237,115222.717,592658.22,"200-PO-1"
"C9580","C9580","BORING","DECOMMISSIONED-V",10.668,NA,114.86,116456.38,594088.67,"300-FF-5"
"C9581","C9581","BORING","DECOMMISSIONED-V",10.668,NA,115.09,116462.13,594116.78,"300-FF-5"
"C9582","C9582","BORING","DECOMMISSIONED-V",10.668,NA,114.59,116484.01,594161.09,"300-FF-5"
"299-W22-124","C9583","GROUNDWATER WELL","IN-USE",24.5364,NA,211.996,134657,567619,"200-UP-1"
"699-90-47B","C9584","GROUNDWATER WELL","IN-USE",20.4978,20.1168,130.903,150951.48,575298.23,"100-HR-3-D"
"699-90-45B","C9585","GROUNDWATER WELL","IN-USE",20.93976,20.93976,130.423,150967,576441.52,"100-HR-3-H"
"C9586","C9586","AQUIFER TUBE","IN-USE",1.524,NA,117.7,149813.9,571197.39,"100-NR-2"
"C9587","C9587","AQUIFER TUBE","IN-USE",1.524,NA,117.5,150260.27,571544.51,"100-NR-2"
"C9588","C9588","AQUIFER TUBE","IN-USE",1.524,NA,117.8,150308,571575.79,"100-NR-2"
"C9589","C9589","AQUIFER TUBE","IN-USE",1.524,NA,118.1,150217.98,571512.23,"100-NR-2"
"C9590","C9590","AQUIFER TUBE","IN-USE",1.524,NA,118.2,150073.42,571407.93,"100-NR-2"
"C9591","C9591","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"C9592","C9592","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"699-36-63B","C9593","GROUNDWATER WELL","IN-USE",128.893824,NA,228.844,134228.69,570683.53,"200-UP-1"
"299-W19-125","C9594","GROUNDWATER WELL","IN-USE",133.298184,NA,216.319,135090.85,567720.14,"200-UP-1"
"199-K-223","C9595","GROUNDWATER WELL","IN-USE",54.053232,NA,145.573,146145.09,568781.07,"100-KR-4"
"199-K-224","C9596","GROUNDWATER WELL","IN-USE",56.659272,NA,146.747,146205.95,568735.26,"100-KR-4"
"199-K-225","C9597","GROUNDWATER WELL","IN-USE",50.33772,NA,148.921,146457.77,569281.56,"100-KR-4"
"199-K-226","C9598","GROUNDWATER WELL","IN-USE",45.351192,NA,135.938,147038.68,569186.87,"100-KR-4"
"699-32-63","C9599","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"699-30-67","C9600","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"699-32-64","C9601","GROUNDWATER WELL","IN-USE",124.166376,NA,215.483,133304.04,570451.01,"200-UP-1"
"699-30-63","C9602","GROUNDWATER WELL","IN-USE",124.25172,NA,212.584,132674.86,570716.9,"200-UP-1"
"699-32-59","C9603","GROUNDWATER WELL","IN-USE",127.004064,NA,218.343,133400.32,571800.08,"200-UP-1"
"299-W19-126","C9604","GROUNDWATER WELL","IN-USE",137.336784,NA,215.166,135101.2,567397.26,"200-UP-1"
"299-W19-127","C9605","GROUNDWATER WELL","IN-USE",136.0932,NA,210.904,135110.71,567036.73,"200-UP-1"
"299-W19-128","C9606","GROUNDWATER WELL","IN-USE",125.39472,NA,210.481,135254.98,567002.55,"200-UP-1"
"699-39-68","C9607","GROUNDWATER WELL","IN-USE",140.71092,NA,226.745,135332.77,569077.9,"200-UP-1"
"699-38-64B","C9608","GROUNDWATER WELL","IN-USE",124.897896,NA,229.996,135319.93,569900.22,"200-UP-1"
"699-33-70","C9609","PROPOSED SITE","AWAITING DRILLING",NA,NA,NA,NA,NA,""
"699-33-67","C9610","PROPOSED SITE","AWAITING DRILLING",NA,NA,NA,NA,NA,""
"699-43-58","C9611","PROPOSED SITE","AWAITING DRILLING",NA,NA,NA,NA,NA,""
"699-39-58","C9612","PROPOSED SITE","AWAITING DRILLING",NA,NA,NA,NA,NA,""
"199-D4-102","C9613","GROUNDWATER WELL","IN-USE",33.4518,NA,144.285,151458.68,572750.41,"100-HR-3-D"
"199-D4-103","C9614","GROUNDWATER WELL","IN-USE",33.72612,NA,144.39,151243.34,572749.45,"100-HR-3-D"
"699-44-43C","C9615","GROUNDWATER WELL","IN-USE",61.66104,NA,177.928,136885.41,576681.22,"200-BP-5"
"299-E26-80","C9616","GROUNDWATER WELL","IN-USE",82.99704,NA,194,136335.59,576271.35,"200-PO-1"
"299-E25-238","C9617","GROUNDWATER WELL","IN-USE",92.0496,NA,203.753,136092.16,576128.6,"200-PO-1"
"299-E25-239","C9618","GROUNDWATER WELL","IN-USE",93.1164,NA,205.758,135899.39,575910.27,"200-PO-1"
"C9619","C9619","BORING","DECOMMISSIONED-V",8.2296,NA,NA,144035,564752,"100-BC-5"
"C9620","C9620","BORING","DECOMMISSIONED-V",7.9248,NA,NA,144036,564750,"100-BC-5"
"C9621","C9621","BORING","DECOMMISSIONED-V",8.2296,NA,NA,144035,564748,"100-BC-5"
"C9622","C9622","BORING","DECOMMISSIONED-V",10.3632,NA,NA,144038,564748,"100-BC-5"
"C9623","C9623","BORING","DECOMMISSIONED-V",7.62,NA,NA,144038,564746,"100-BC-5"
"C9624","C9624","BORING","DECOMMISSIONED-V",7.4676,NA,NA,144040,564745,"100-BC-5"
"299-W10-40","C9625","CANCELLED SITE","DRILLING CANCELLED",NA,NA,211,136967.7,566081.4,"200-Z-1"
"299-W10-41","C9626","CANCELLED SITE","DRILLING CANCELLED",NA,NA,211,136653,566083.6,"200-Z-1"
"299-W10-42","C9627","CANCELLED SITE","DRILLING CANCELLED",NA,NA,211.8,136887.6,566082.5,"200-Z-1"
"699-75-34B","C9628","GROUNDWATER WELL","IN-USE",12.8016,NA,123.384,146447.03,579478.3,"100-FR-3"
"299-E28-33","C9629","PROPOSED SITE","AWAITING DRILLING",NA,NA,208.3,136991,573119,"200-BP-5"
"299-E25-95","C9630","GROUNDWATER WELL","IN-USE",94.88424,NA,207.598,135627.08,575915.88,"200-PO-1"
"699-26-57","C9631","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,131550,572415,"200-PO-1"
"699-27-68","C9632","GROUNDWATER WELL","IN-USE",106.189272,NA,197.474,131676.43,569324.76,"200-UP-1"
"699-23-57","C9633","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"699-29-55","C9634","GROUNDWATER WELL","IN-USE",138.0744,NA,211.403,132230.23,573241.86,"200-PO-1"
"699-30-70","C9635","GROUNDWATER WELL","IN-USE",122.48388,NA,198.914,132581.66,568428.93,"200-UP-1"
"699-30-73","C9636","GROUNDWATER WELL","IN-USE",122.62104,NA,202.136,132789.76,567781.9,"200-UP-1"
"199-H1-47","C9637","GROUNDWATER WELL","IN-USE",13.889736,NA,125.41,153309.63,577185.49,"100-HR-3-H"
"199-H1-48","C9638","GROUNDWATER WELL","IN-USE",15.444216,NA,126.204,153237.89,577185.11,"100-HR-3-H"
"199-H1-49","C9639","GROUNDWATER WELL","IN-USE",36.737544,NA,129.368,153144.38,577249.67,"100-HR-3-H"
"2UIC-E23-1B","C9640","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"2UIC-E23-1C","C9641","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"399-1-98","C9642","GROUNDWATER WELL","IN-USE",10.72896,10.45464,114.717,116547.75,594247.39,"300-FF-5"
"399-1-99","C9643","GROUNDWATER WELL","IN-USE",10.75944,10.42416,114.66,116536.22,594260.3,"300-FF-5"
"399-1-100","C9644","GROUNDWATER WELL","IN-USE",10.69848,10.46988,114.752,116531.61,594248.84,"300-FF-5"
"399-1-101","C9645","GROUNDWATER WELL","IN-USE",10.69848,10.45464,114.674,116547.69,594258.35,"300-FF-5"
"399-1-102","C9646","GROUNDWATER WELL","IN-USE",10.668,10.5156,114.782,116499.21,594207.57,"300-FF-5"
"399-1-103","C9647","GROUNDWATER WELL","IN-USE",13.8684,13.38072,114.848,116484.13,594180.09,"300-FF-5"
"399-1-104","C9648","GROUNDWATER WELL","IN-USE",10.78992,10.3632,114.824,116588.94,594220.71,"300-FF-5"
"399-1-105","C9649","GROUNDWATER WELL","IN-USE",10.78992,10.4394,114.775,116591.73,594232.97,"300-FF-5"
"399-1-106","C9650","GROUNDWATER WELL","IN-USE",10.668,10.46988,114.842,116591.27,594243.83,"300-FF-5"
"399-1-107","C9651","GROUNDWATER WELL","IN-USE",10.668,10.42416,114.774,116575.95,594247.99,"300-FF-5"
"399-1-108","C9652","GROUNDWATER WELL","IN-USE",10.75944,10.42416,114.783,116578.29,594234.98,"300-FF-5"
"399-1-109","C9653","GROUNDWATER WELL","IN-USE",10.668,10.42416,114.85,116575.47,594220.42,"300-FF-5"
"399-1-110","C9654","GROUNDWATER WELL","IN-USE",10.78992,10.3632,114.796,116563.1,594222.25,"300-FF-5"
"399-1-111","C9655","GROUNDWATER WELL","IN-USE",10.668,10.54608,114.833,116564.75,594236.83,"300-FF-5"
"399-1-112","C9656","GROUNDWATER WELL","IN-USE",10.72896,10.42416,114.733,116561.45,594251.76,"300-FF-5"
"399-1-113","C9657","GROUNDWATER WELL","IN-USE",13.92936,13.38072,114.737,116552.72,594236.09,"300-FF-5"
"399-1-114","C9658","GROUNDWATER WELL","IN-USE",13.5636,13.4112,114.815,116548.72,594223.06,"300-FF-5"
"399-1-115","C9659","GROUNDWATER WELL","IN-USE",13.716,13.47216,114.795,116536.63,594224.23,"300-FF-5"
"399-1-116","C9660","GROUNDWATER WELL","IN-USE",13.5636,13.59408,114.756,116539.77,594235.61,"300-FF-5"
"399-1-117","C9661","GROUNDWATER WELL","IN-USE",10.5156,10.42416,114.849,116523.12,594261.17,"300-FF-5"
"399-1-118","C9662","GROUNDWATER WELL","IN-USE",10.75944,10.42416,114.832,116509.49,594265.06,"300-FF-5"
"399-1-119","C9663","GROUNDWATER WELL","IN-USE",10.69848,10.40892,114.863,116516.74,594247.68,"300-FF-5"
"399-1-120","C9664","GROUNDWATER WELL","IN-USE",10.7442,10.69848,114.837,116506.25,594221,"300-FF-5"
"399-1-121","C9665","GROUNDWATER WELL","IN-USE",10.48512,10.3632,114.938,116477.76,594216.6,"300-FF-5"
"399-1-122","C9666","GROUNDWATER WELL","IN-USE",10.668,10.5156,114.926,116492.61,594220.37,"300-FF-5"
"399-1-123","C9667","GROUNDWATER WELL","IN-USE",10.63752,10.2108,114.967,116470.97,594203.53,"300-FF-5"
"399-1-124","C9668","GROUNDWATER WELL","IN-USE",13.83792,13.28928,114.931,116478.38,594191.78,"300-FF-5"
"399-1-125","C9669","GROUNDWATER WELL","IN-USE",10.54608,13.28928,114.932,116462.68,594189.31,"300-FF-5"
"399-1-126","C9670","GROUNDWATER WELL","IN-USE",13.92936,13.35024,114.853,116472.3,594178.65,"300-FF-5"
"399-1-127","C9671","GROUNDWATER WELL","IN-USE",13.44168,10.24128,115.008,116454.87,594176.32,"300-FF-5"
"399-1-128","C9672","GROUNDWATER WELL","IN-USE",10.54608,NA,115.006,116461.04,594167.64,"300-FF-5"
"399-1-129","C9673","GROUNDWATER WELL","IN-USE",10.5156,10.0584,115.106,116445.21,594163.93,"300-FF-5"
"399-1-130","C9674","GROUNDWATER WELL","IN-USE",10.78992,10.54608,115.12,116454.09,594156.99,"300-FF-5"
"399-1-131","C9675","GROUNDWATER WELL","IN-USE",10.48512,NA,114.839,116486.39,594205.66,"300-FF-5"
"399-1-132","C9676","GROUNDWATER WELL","IN-USE",13.95984,NA,114.91,116490.94,594192.26,"300-FF-5"
"399-1-133","C9677","GROUNDWATER WELL","IN-USE",10.9728,NA,114.901,116485.77,594231.37,"300-FF-5"
"399-1-134","C9678","GROUNDWATER WELL","IN-USE",13.716,NA,114.864,116493.68,594245.94,"300-FF-5"
"399-1-135","C9679","GROUNDWATER WELL","IN-USE",13.74648,NA,114.92,116500,594237.24,"300-FF-5"
"399-1-136","C9680","GROUNDWATER WELL","IN-USE",10.48512,NA,114.84,116504.34,594076.51,"300-FF-5"
"399-1-137","C9681","GROUNDWATER WELL","IN-USE",10.30224,9.96696,114.873,116486.36,594085.92,"300-FF-5"
"399-1-138","C9682","GROUNDWATER WELL","IN-USE",10.3632,10.27176,114.786,116497.09,594100.13,"300-FF-5"
"399-1-139","C9683","GROUNDWATER WELL","IN-USE",10.45464,10.3632,114.664,116513.5,594089.1,"300-FF-5"
"399-1-140","C9684","GROUNDWATER WELL","IN-USE",13.8684,13.50264,114.867,116507.43,594250.34,"300-FF-5"
"399-1-141","C9685","GROUNDWATER WELL","IN-USE",13.53312,13.45692,114.853,116498.16,594258.47,"300-FF-5"
"399-1-142","C9686","GROUNDWATER WELL","IN-USE",10.72896,10.39368,114.789,116520.04,594223.43,"300-FF-5"
"399-1-143","C9687","GROUNDWATER WELL","IN-USE",10.75944,10.45464,114.889,116510.9,594235.08,"300-FF-5"
"399-1-144","C9688","GROUNDWATER WELL","IN-USE",10.75944,10.45464,114.748,116525.43,594235.72,"300-FF-5"
"399-1-145","C9689","GROUNDWATER WELL","IN-USE",10.45464,10.24128,114.854,116499.45,594088.7,"300-FF-5"
"399-1-146","C9690","GROUNDWATER WELL","IN-USE",11.1252,NA,114.785,116568.33,594245.11,"300-FF-5"
"399-1-147","C9691","GROUNDWATER WELL","IN-USE",11.09472,NA,114.955,116486.15,594216.11,"300-FF-5"
"399-1-148","C9692","GROUNDWATER WELL","IN-USE",11.15568,NA,114.769,116530.19,594256.22,"300-FF-5"
"399-1-149","C9693","GROUNDWATER WELL","IN-USE",13.83792,NA,114.891,116480.2,594187.89,"300-FF-5"
"399-1-150","C9694","GROUNDWATER WELL","IN-USE",13.5636,NA,114.782,116546.42,594227.52,"300-FF-5"
"399-1-151","C9695","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"399-1-152","C9696","GROUNDWATER WELL","IN-USE",13.80744,NA,114.906,116498.04,594247.64,"300-FF-5"
"399-1-153","C9697","GROUNDWATER WELL","IN-USE",11.076432,NA,115.089,116453.37,594166.08,"300-FF-5"
"399-1-154","C9698","GROUNDWATER WELL","IN-USE",11.06424,NA,114.833,116583.27,594227.29,"300-FF-5"
"399-1-155","C9699","GROUNDWATER WELL","IN-USE",13.68552,NA,114.776,116542.84,594231.85,"300-FF-5"
"399-1-156","C9700","GROUNDWATER WELL","IN-USE",14.3256,NA,114.758,116529.8,594255.68,"300-FF-5"
"399-1-157","C9701","GROUNDWATER WELL","IN-USE",13.8684,NA,114.792,116568.62,594246.17,"300-FF-5"
"399-1-158","C9702","GROUNDWATER WELL","IN-USE",13.77696,NA,114.813,116583.86,594228.26,"300-FF-5"
"399-1-159","C9703","GROUNDWATER WELL","IN-USE",13.716,NA,114.887,116502.68,594249.07,"300-FF-5"
"399-1-160","C9704","GROUNDWATER WELL","IN-USE",13.716,NA,114.878,116481.98,594183.95,"300-FF-5"
"399-1-161","C9705","GROUNDWATER WELL","IN-USE",13.716,NA,114.922,116486.63,594214.9,"300-FF-5"
"399-1-162","C9706","GROUNDWATER WELL","IN-USE",13.716,NA,115.067,116454.04,594167.02,"300-FF-5"
"399-1-163","C9707","CANCELLED SITE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"399-1-164","C9708","GROUNDWATER WELL","IN-USE",13.62456,NA,114.903,116395.64,594236.47,"300-FF-5"
"399-1-165","C9709","GROUNDWATER WELL","IN-USE",13.65504,NA,114.83,116474.08,594332.45,"300-FF-5"
"399-1-166","C9710","GROUNDWATER WELL","IN-USE",13.65504,NA,114.778,116586.27,594323.65,"300-FF-5"
"199-K-227","C9711","GROUNDWATER WELL","IN-USE",53.12664,NA,143.964,146851.61,569538.69,"100-KR-4"
"199-K-228","C9712","GROUNDWATER WELL","IN-USE",50.96256,NA,144.142,146775.64,569393.12,"100-KR-4"
"199-K-229","C9713","GROUNDWATER WELL","IN-USE",58.320432,NA,146.43,146311.08,568867.99,"100-KR-4"
"199-K-230","C9714","GROUNDWATER WELL","IN-USE",44.22648,NA,136.472,146759.31,568738.15,"100-KR-4"
"199-H3-28","C9715","GROUNDWATER WELL","IN-USE",36.71316,NA,129.989,152822.58,577655.35,"100-HR-3-H"
"199-H3-29","C9716","GROUNDWATER WELL","IN-USE",70.2564,NA,129.059,152884.22,577921.46,"100-HR-3-H"
"199-H3-30","C9717","GROUNDWATER WELL","IN-USE",35.052,NA,127.819,152712.09,578100.23,"100-HR-3-H"
"199-D2-14","C9718","GROUNDWATER WELL","IN-USE",35.052,NA,144.358,151518.91,573504.05,"100-HR-3-D"
"199-H7-1","C9719","GROUNDWATER WELL","IN-USE",33.89376,NA,127.529,153389.04,575643.15,"100-HR-3-H"
"199-D12-1","C9720","PROPOSED SITE","AWAITING DRILLING",NA,NA,120.5,153792,574772,"100-HR-3-D"
"699-95-48B","C9721","GROUNDWATER WELL","IN-USE",31.3944,NA,131.539,152338.99,575235.98,"100-HR-3-D"
"199-D7-7","C9722","GROUNDWATER WELL","IN-USE",33.31464,NA,132.109,152667.9,574433.17,"100-HR-3-D"
"199-H3-31","C9723","GROUNDWATER WELL","IN-USE",30.05328,NA,129.934,152364.01,578150.81,"100-HR-3-H"
"199-H3-32","C9724","GROUNDWATER WELL","IN-USE",31.3944,NA,128.858,153063.5,577709.81,"100-HR-3-H"
"299-E35-5","C9725","PROPOSED SITE","AWAITING DRILLING",NA,NA,NA,NA,NA,""
"299-E35-6","C9726","GROUNDWATER WELL","DECOMMISSIONED-V",64.9224,NA,182.8,137406.5,575463.5,"200-BP-5"
"299-E35-7","C9727","PROPOSED SITE","AWAITING DRILLING",NA,NA,NA,NA,NA,""
"C9728","C9728","BORING","DECOMMISSIONED-V",9.2964,NA,115.08,116446.17,594163.98,"300-FF-5"
