Name,XCoords,YCoords,Distance,OU,System,Model,Lag,Analyte,Trend,Mean,UCL,LCL,STD,Mean_Exceed,UCL_Exceed,Trend_Break,Use_RiverStage,RiverStage_Coeff,RiverStage_Coeff_stderror,Date_Coeff,Date_Coeff_stderror,Intercept,Intercept_stderror,Transformation,N,PND
199-H4-71,578010.64,152581.53,293.4485176,100-HR-3-H,NA,Tobit,NA,Hex. & Filt. Chromium,NA,9.185,NA,NA,48,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,log,5,0%
199-H4-72,578036.28,152500.14,320.8227875,100-HR-3-H,NA,Tobit,NA,Hex. & Filt. Chromium,NA,8.795,NA,NA,48,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,log,4,0%
199-H4-73,577940.58,152369.98,474.9193239,100-HR-3-H,NA,Tobit,NA,Hex. & Filt. Chromium,NA,7.22,NA,NA,48,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,log,3,0%
199-H4-74,577239.07,152268.83,1100.769009,100-HR-3-H,HX,Tobit,85,Hex. & Filt. Chromium,Decreasing,4.936821036,6.396885062,3.81001092,48,FALSE,FALSE,01/11/2011,TRUE,0.208448124,0.09320004,-0.000570988,7.40E-05,-10.95818968,11.09967152,log,64,2%
199-H4-75,577212.36,152704.64,829.4854302,100-HR-3-H,HX,Tobit,23,Hex. & Filt. Chromium,Decreasing,5.43368063,6.262887241,4.71426102,48,FALSE,FALSE,01/11/2011,TRUE,-0.069339395,0.04027601,-0.000623263,2.68E-05,22.05689733,4.79881235,log,191,1%
199-H4-76,576787.32,152976.85,853.6220954,100-HR-3-H,HX,Tobit,90,Hex. & Filt. Chromium,Decreasing,1.441061205,1.894035601,1.096419411,48,FALSE,FALSE,01/11/2011,TRUE,0.039948574,0.079200317,-0.000835629,5.10E-05,12.41511682,9.511824356,log,139,6%
199-H4-8,577860.691,152921.704,211.3838541,100-HR-3-H,HX,Tobit,10,Hex. & Filt. Chromium,Not Significant,3.120081863,5.337207256,1.82397092,48,FALSE,FALSE,01/11/2011,TRUE,0.041676026,0.134721306,4.45E-05,0.000111096,-4.530601456,15.40650609,log,32,31%
199-H4-81,575236.93,153035.36,1202.478762,100-HR-3-D,DX,Tobit,79,Hex. & Filt. Chromium,Decreasing,7.258742818,8.386830186,6.282391098,48,FALSE,FALSE,01/01/2011,TRUE,-0.037988395,0.037032602,-0.000321306,2.51E-05,12.73758484,4.376474768,log,188,2%
199-H4-83,578135.04,152634.01,162.065874,100-HR-3-H,HX,Tobit,2,Hex. & Filt. Chromium,Not Significant,24.44962467,55.85236524,10.70293342,48,FALSE,TRUE,01/11/2011,TRUE,-0.621725081,0.482612853,0.0006862,0.000511516,60.8975197,62.27054671,log,18,11%
199-H4-84,577902.58,152848.73,222.8549368,100-HR-3-H,HX,Tobit,11,Hex. & Filt. Chromium,Increasing,90.4116999,134.5321826,60.76074379,48,TRUE,TRUE,01/11/2011,TRUE,0.369279044,0.242723322,0.002295846,0.000338862,-83.58225264,30.53464033,log,89,2%
199-H4-85,577980.02,152880.81,141.4161554,100-HR-3-H,HX,Tobit,3,Hex. & Filt. Chromium,Not Significant,2.946174548,3.853492551,2.252487673,48,FALSE,FALSE,01/11/2011,TRUE,-0.134798633,0.072606712,-5.41E-05,0.000101183,17.62980466,9.488749958,log,40,8%
199-H4-86,577704.55,152745.65,443.538868,100-HR-3-H,HX,Tobit,54,Hex. & Filt. Chromium,Decreasing,3.157523736,4.521634474,2.204945181,48,FALSE,FALSE,01/11/2011,TRUE,0.108756047,0.074449461,-0.000419378,7.34E-05,-2.982616246,8.593526956,log,106,4%
199-H4-87,577736.16,152667.79,464.0107077,100-HR-3-H,NA,Tobit,55,Hex. & Filt. Chromium,Not Significant,6.175331579,9.705849395,3.929045111,48,FALSE,FALSE,NA,TRUE,0.2202558,0.102743137,0.000200758,0.000123135,-27.45227135,12.92543322,log,24,0%
199-H4-88,577850.51,152833.59,273.8161994,100-HR-3-H,NA,Tobit,11,Hex. & Filt. Chromium,Decreasing,5.621955778,7.632428538,4.141065536,48,FALSE,FALSE,NA,TRUE,0.240921958,0.06638241,-0.000198072,8.00E-05,-21.98392619,8.262919806,log,53,0%
199-H4-89,577923.32,152893.98,179.3950735,100-HR-3-H,NA,Tobit,9,Hex. & Filt. Chromium,Not Significant,3.358431785,4.302312388,2.621628332,48,FALSE,FALSE,NA,TRUE,-0.014764189,0.069677879,0.000100945,8.24E-05,0.896728915,8.65695756,log,33,21%
199-H4-90,577922.94,152592.59,357.6903414,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Decreasing,7.952026092,9.993683191,6.327468838,48,FALSE,FALSE,01/11/2011,FALSE,NA,NA,-0.000162616,4.55E-05,5.310453478,0.80754491,log,27,0%
199-H4-91,578126.58,152524.1,233.8013982,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Increasing,55.20995185,63.66292574,47.87933869,48,TRUE,TRUE,01/11/2011,FALSE,NA,NA,0.000150453,2.84E-05,1.016230129,0.503272287,log,27,0%
199-H4-92,576723.3,152233.84,1505.743628,100-HR-3-H,HX,Tobit,80,Hex. & Filt. Chromium,Decreasing,2.822975512,3.701669766,2.152863774,48,FALSE,FALSE,01/11/2011,TRUE,-0.188501689,0.081395088,-0.000409291,7.39E-05,30.81709729,9.673012817,log,113,10%
199-H4-93,577025.75,152703.33,947.3800946,100-HR-3-H,HX,Tobit,17,Hex. & Filt. Chromium,Not Significant,4.417489671,6.302926821,3.096056093,48,FALSE,FALSE,01/11/2011,TRUE,-0.371163126,0.127868898,-6.95E-05,0.000242575,45.46882591,16.16427391,log,107,4%
199-H4-94,577243.91,153068.67,522.4842457,100-HR-3-H,NA,Tobit,NA,Hex. & Filt. Chromium,NA,7.25,NA,NA,48,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,log,16,94%
199-H4-95,577466.12,153034.7,417.8662293,100-HR-3-H,NA,Tobit,NA,Hex. & Filt. Chromium,NA,50.9,NA,NA,48,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,log,6,0%
199-H5-16,576906.8,151646.31,1736.54389,100-HR-3-H,HX,Tobit,31,Hex. & Filt. Chromium,Decreasing,7.315664776,8.590287471,6.230169979,48,FALSE,FALSE,01/11/2011,TRUE,-0.07974344,0.048609449,-0.000215077,4.74E-05,15.4223464,5.9111751,log,111,0%
199-H5-1A,577650.08,152257.724,775.6449962,100-HR-3-H,HX,Tobit,62,Hex. & Filt. Chromium,Decreasing,1.430034914,3.846060424,0.531712878,48,FALSE,FALSE,01/11/2011,TRUE,-0.118197875,0.251288522,-0.000491966,0.000169311,23.71421039,31.02752685,log,36,17%
199-H6-3,578340.4,151929.35,412.4848892,100-HR-3-H,HX,Tobit,34,Hex. & Filt. Chromium,Decreasing,1.378113751,3.867024346,0.491126339,48,FALSE,FALSE,01/11/2011,TRUE,-0.259427126,0.281686981,-0.000526415,0.000167804,40.57104426,33.65249736,log,19,26%
199-H6-9,578240.37,152235.5,312.4088661,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Not Significant,28.10727409,103.5954039,7.626002963,48,FALSE,TRUE,NA,FALSE,NA,NA,0.001068675,0.001804144,-17.93702494,35.58174656,log,8,12%
199-H7-1,575643.15,153389.04,1041.896612,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Increasing,4.573501783,6.841227371,3.057480394,48,FALSE,FALSE,NA,FALSE,NA,NA,0.000722205,0.000148403,-12.85594351,2.809499968,log,12,50%
199-K-107A,568579.94,146468.81,430.6052301,100-KR-4,KX_KW_KR4,Tobit,11,Hex. & Filt. Chromium,Not Significant,6.293542116,8.531229825,4.642785762,48,FALSE,FALSE,01/04/2009,TRUE,0.028096638,0.073980441,-0.00017739,0.000100782,2.053361647,9.478211474,log,61,2%
199-K-108A,568687.2,146396.14,551.5948036,100-KR-4,KX_KW_KR4,Tobit,20,Hex. & Filt. Chromium,Increasing,15.55579796,23.91605801,10.11800733,48,FALSE,FALSE,01/04/2009,TRUE,0.230357335,0.099824662,0.000766481,0.000148322,-39.70828173,13.17525704,log,85,15%
199-K-11,568938.002,146617.756,513.4803081,100-KR-4,KX_KW_KR4,Tobit,12,Hex. & Filt. Chromium,Not Significant,3.960090662,4.924414079,3.184605884,48,FALSE,FALSE,01/04/2009,TRUE,0.114486357,0.030841441,3.50E-05,6.23E-05,-12.83819023,4.165703873,log,26,15%
199-K-111A,569308.169,146968.875,509.255704,100-KR-4,KX_KW_KR4,Tobit,42,Hex. & Filt. Chromium,Decreasing,6.979685064,9.885564556,4.927994078,48,FALSE,FALSE,01/04/2009,TRUE,0.176313023,0.093491068,-0.002167048,0.000155029,24.26633864,11.50211138,log,59,2%
199-K-113A,570098.07,148294.453,143.2578744,100-KR-4,KX_KW_KR4,Tobit,1,Hex. & Filt. Chromium,Not Significant,5.453710933,7.072628008,4.205362266,48,FALSE,FALSE,01/04/2009,TRUE,-0.388847652,0.067042856,6.62E-05,3.97E-05,46.07204126,8.058695453,log,236,14%
199-K-114A,570020.302,148280.55,97.82692268,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Not Significant,2.697629009,3.643106913,1.99752641,48,FALSE,FALSE,01/04/2009,TRUE,-0.386430681,0.076839239,-3.83E-05,4.52E-05,47.16459797,9.257357558,log,238,23%
199-K-115A,569939.988,148135.417,142.991605,100-KR-4,KX_KW_KR4,Tobit,16,Hex. & Filt. Chromium,Decreasing,2.030920587,2.701121686,1.527009484,48,FALSE,FALSE,01/04/2009,TRUE,-0.501690613,0.057125029,-0.000420978,4.31E-05,68.3182422,6.966144154,log,250,12%
199-K-116A,569871.149,147960.495,217.2797497,100-KR-4,KX_KW_KR4,Tobit,2,Hex. & Filt. Chromium,Decreasing,1.228739715,1.500264244,1.006356908,48,FALSE,FALSE,01/04/2009,TRUE,-0.12278839,0.037655808,-0.000420785,3.01E-05,23.07911206,4.600907171,log,241,12%
199-K-117A,569702.56,147976.977,85.96466307,100-KR-4,KX_KW_KR4,Tobit,1,Hex. & Filt. Chromium,Increasing,3.543730665,4.400733476,2.853621355,48,FALSE,FALSE,01/04/2009,TRUE,-0.233666454,0.084433411,0.00020799,5.22E-05,24.71264841,10.05886273,log,58,78%
199-K-118A,569703.057,147865.898,164.532034,100-KR-4,KX_KW_KR4,Tobit,NA,Hex. & Filt. Chromium,NA,3,NA,NA,48,FALSE,NA,01/04/2009,NA,NA,NA,NA,NA,NA,NA,log,12,58%
199-K-119A,569661.802,147649.688,287.4789505,100-KR-4,KX_KW_KR4,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,48,FALSE,NA,01/04/2009,NA,NA,NA,NA,NA,NA,NA,log,47,45%
199-K-120A,569399.615,147518.477,192.4342539,100-KR-4,KX_KW_KR4,Tobit,15,Hex. & Filt. Chromium,Decreasing,1.186758396,1.521374352,0.925738947,48,FALSE,FALSE,01/04/2009,TRUE,0.045425858,0.050527843,-0.000299136,3.80E-05,0.762776048,6.179345962,log,223,18%
199-K-125A,569712.872,147866.006,171.4252992,100-KR-4,KX_KW_KR4,Tobit,23,Hex. & Filt. Chromium,Not Significant,1.093384991,2.013319949,0.593790738,48,FALSE,FALSE,01/04/2009,TRUE,-0.02390386,0.103744274,-0.000207814,8.59E-05,7.047969951,12.92408972,log,50,34%
199-K-126,570574.731,148509.648,330.1932654,100-KR-4,KX_KW_KR4,Tobit,36,Hex. & Filt. Chromium,Decreasing,5.548258381,7.250005857,4.245951199,48,FALSE,FALSE,01/04/2009,TRUE,-0.336477869,0.077591411,-0.000305014,3.88E-05,47.32078001,9.420090947,log,21,0%
199-K-127,569539.234,147539.002,278.3851508,100-KR-4,KX_KW_KR4,Tobit,24,Hex. & Filt. Chromium,Decreasing,1.170998993,1.548897488,0.885299803,48,FALSE,FALSE,01/04/2009,TRUE,0.074459498,0.056691926,-0.0001986,4.34E-05,-4.679101293,6.98856759,log,237,29%
199-K-129,570283.65,148503.07,128.1379244,100-KR-4,KX_KW_KR4,Tobit,20,Hex. & Filt. Chromium,Not Significant,7.305276773,9.848972162,5.418541941,48,FALSE,FALSE,01/04/2009,TRUE,-0.534191145,0.099809015,-5.21E-05,5.04E-05,65.79509541,11.90627169,log,179,9%
199-K-130,570478.99,148661.18,155.5119132,100-KR-4,KX_KW_KR4,Tobit,43,Hex. & Filt. Chromium,Decreasing,3.110934318,3.729931901,2.594661936,48,FALSE,FALSE,01/04/2009,TRUE,-0.121640288,0.046392157,-0.000441167,2.47E-05,24.20941742,5.497406659,log,262,3%
199-K-131,570662,148903.85,134.3949623,100-KR-4,KX_KW_KR4,Tobit,14,Hex. & Filt. Chromium,Not Significant,6.105781407,9.005980984,4.139534234,48,FALSE,FALSE,01/04/2009,TRUE,-0.097739345,0.131057121,5.62E-05,9.70E-05,12.17554009,16.01452802,log,183,3%
199-K-132,568495.12,146670.82,216.4175714,100-KR-4,KX_KW_KR4,Tobit,1,Hex. & Filt. Chromium,Decreasing,10.88260435,12.71232854,9.316237936,48,FALSE,FALSE,01/04/2009,TRUE,-0.102837915,0.049224218,-0.000229115,5.04E-05,19.08943555,5.999523327,log,257,0%
199-K-137,568653.37,146374.51,549.9610205,100-KR-4,KX_KW_KR4,Tobit,15,Hex. & Filt. Chromium,Not Significant,16.64943654,18.70019766,14.82357257,48,FALSE,FALSE,01/04/2009,TRUE,0.045214849,0.028360751,-3.88E-05,4.06E-05,-1.753016795,3.641395216,log,344,0%
199-K-138,568395.22,146616.64,203.6454374,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Not Significant,9.19174342,12.04150945,7.016408319,48,FALSE,FALSE,01/04/2009,TRUE,0.0629839,0.075258196,-7.96E-06,8.19E-05,-5.059438396,9.186938151,log,257,0%
199-K-139,568551.39,146518.39,373.6095594,100-KR-4,KX_KW_KR4,Tobit,10,Hex. & Filt. Chromium,Not Significant,7.105084904,9.386685638,5.37806777,48,FALSE,FALSE,01/04/2009,TRUE,-0.062209612,0.068672905,-0.000165485,8.68E-05,12.59985508,8.576871492,log,204,0%
199-K-140,568493.07,146493.66,360.4966033,100-KR-4,KX_KW_KR4,Tobit,10,Hex. & Filt. Chromium,Not Significant,7.602863503,9.20848325,6.277204603,48,FALSE,FALSE,01/04/2009,TRUE,0.028198838,0.056530665,-0.000121213,6.32E-05,1.112040813,6.874283379,log,165,0%
199-K-141,569024.22,146818.49,410.010083,100-KR-4,KX_KW_KR4,Tobit,10,Hex. & Filt. Chromium,Decreasing,12.33798666,14.42946209,10.54965971,48,FALSE,FALSE,01/04/2009,TRUE,-0.065754536,0.023197844,-0.00022601,1.97E-05,14.77506241,2.779771985,log,177,0%
199-K-142,569104.26,146870.94,430.9849931,100-KR-4,KX_KW_KR4,Tobit,21,Hex. & Filt. Chromium,Increasing,22.03847034,52.20892444,9.302895632,48,FALSE,TRUE,01/04/2009,TRUE,-0.045469374,0.163143344,0.00047489,0.000124968,-0.992478078,19.81441078,log,32,28%
199-K-144,569163.34,147265.96,198.5009681,100-KR-4,KX_KW_KR4,Tobit,13,Hex. & Filt. Chromium,Decreasing,7.373671121,7.98967085,6.805164671,48,FALSE,FALSE,01/04/2009,TRUE,0.046673883,0.016951398,-0.000269729,1.19E-05,1.856673224,2.058758753,log,235,0%
199-K-145,569284.6,147425.66,174.4366691,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Decreasing,1.006297502,1.231085555,0.822554255,48,FALSE,FALSE,01/04/2009,TRUE,-0.003845141,0.041926362,-0.000692066,3.16E-05,14.2365323,5.1321665,log,259,10%
199-K-146,570197.6,148379.78,153.8492676,100-KR-4,KX_KW_KR4,Tobit,22,Hex. & Filt. Chromium,Increasing,14.86477663,17.56223661,12.58163121,48,FALSE,FALSE,01/04/2009,TRUE,-0.224115259,0.049665082,0.000279477,3.38E-05,23.46975058,6.052431739,log,259,1%
199-K-147,570411.64,148558.07,180.2920989,100-KR-4,KX_KW_KR4,Tobit,61,Hex. & Filt. Chromium,Decreasing,4.338239377,4.860769672,3.871880825,48,FALSE,FALSE,01/04/2009,TRUE,-0.072735626,0.031345556,-0.000371313,1.48E-05,17.40440282,3.741761594,log,257,1%
199-K-148,570584.74,148767.86,155.5214224,100-KR-4,KX_KW_KR4,Tobit,64,Hex. & Filt. Chromium,Increasing,4.479433917,5.80620127,3.455844413,48,FALSE,FALSE,01/04/2009,TRUE,0.239645217,0.082115657,0.000353518,8.87E-05,-33.69345047,10.19930837,log,248,4%
199-K-152,570736.25,148585.89,391.1980821,100-KR-4,KX_KW_KR4,Tobit,54,Hex. & Filt. Chromium,Not Significant,14.04077388,16.2288448,12.14771191,48,FALSE,FALSE,01/04/2009,TRUE,0.007113029,0.060469714,8.57E-05,9.82E-05,0.100545862,8.165288167,log,213,0%
199-K-153,570530.04,148210.08,509.3955674,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Decreasing,4.922490341,6.570161926,3.688023436,48,FALSE,FALSE,01/04/2009,FALSE,NA,NA,-0.000582436,0.000223552,13.18779116,4.341570186,log,193,1%
199-K-154,570321.06,148027.01,489.9114362,100-KR-4,KX_KW_KR4,Tobit,22,Hex. & Filt. Chromium,Decreasing,10.15679365,12.25864952,8.415319905,48,FALSE,FALSE,01/04/2009,TRUE,0.184987948,0.082255538,-0.000323131,0.000156455,-12.98609322,11.30590556,log,234,0%
199-K-157,569432.18,147167.94,459.7712988,100-KR-4,KX_KW_KR4,Tobit,31,Hex. & Filt. Chromium,Not Significant,2.445868819,4.121473471,1.451489212,48,FALSE,FALSE,01/04/2009,TRUE,0.134038248,0.114296935,9.94E-05,0.000121871,-16.90710133,14.78025172,log,50,14%
199-K-159,570911.73,149159.61,179.9572351,100-KR-4,NA,Tobit,10,Hex. & Filt. Chromium,Increasing,11.78370493,15.74486376,8.819111052,48,FALSE,FALSE,NA,TRUE,0.172223622,0.094705508,0.000261877,7.59E-05,-22.98458079,11.35569712,log,22,5%
199-K-160,570919.58,149116.02,212.4563107,100-KR-4,NA,Tobit,9,Hex. & Filt. Chromium,Increasing,3.927249294,5.239605058,2.943597246,48,FALSE,FALSE,NA,TRUE,0.300747437,0.064308931,0.000311615,8.49E-05,-40.17668141,8.288614554,log,14,14%
199-K-161,570004.64,148202.3,141.804309,100-KR-4,KX_KW_KR4,Tobit,19,Hex. & Filt. Chromium,Increasing,20.47002102,24.83176389,16.87442593,48,FALSE,FALSE,01/04/2009,TRUE,-0.599494568,0.063866972,0.00026705,4.04E-05,68.14653429,7.76849183,log,282,4%
199-K-162,569340,147459.97,190.3418694,100-KR-4,KX_KW_KR4,Tobit,18,Hex. & Filt. Chromium,Decreasing,0.682275474,0.938192976,0.496166391,48,FALSE,FALSE,01/04/2009,TRUE,-0.205658557,0.062019839,-0.000562812,4.19E-05,35.10088378,7.535327043,log,254,20%
199-K-163,570230.66,147947.93,481.4042353,100-KR-4,KX_KW_KR4,Tobit,48,Hex. & Filt. Chromium,Increasing,5.944098623,7.903733658,4.470331361,48,FALSE,FALSE,01/04/2009,TRUE,0.054607162,0.092785778,0.000520697,9.79E-05,-14.99881574,11.57596269,log,229,6%
199-K-165,568674.96,146342.42,588.6320272,100-KR-4,KX_KW_KR4,Tobit,8,Hex. & Filt. Chromium,Not Significant,6.568921977,7.897548308,5.463814117,48,FALSE,FALSE,01/04/2009,TRUE,0.109075897,0.040523836,-6.37E-05,6.23E-05,-9.728256652,5.246025915,log,377,0%
199-K-166,568594.56,146342.97,542.1510213,100-KR-4,KX_KW_KR4,Tobit,10,Hex. & Filt. Chromium,Decreasing,3.645581658,5.013419524,2.650938259,48,FALSE,FALSE,01/04/2009,TRUE,-0.173666529,0.056622234,-0.000798915,0.000103406,37.70097185,7.175832945,log,537,2%
199-K-168,568544.37,146513.63,373.493219,100-KR-4,KX_KW_KR4,Tobit,5,Hex. & Filt. Chromium,Decreasing,8.163515493,9.315348282,7.154105588,48,FALSE,FALSE,01/04/2009,TRUE,-0.058378619,0.035152004,-0.000187042,4.22E-05,12.71546804,4.42310278,log,219,0%
199-K-171,570544.03,147187.86,1239.108963,100-KR-4,KX_KW_KR4,Tobit,87,Hex. & Filt. Chromium,Not Significant,4.502238495,5.855895343,3.461494831,48,FALSE,FALSE,01/04/2009,TRUE,0.029766102,0.075338774,-1.54E-05,0.000124663,-1.702021436,9.474327727,log,210,2%
199-K-174,568915.38,146222.47,824.6221204,100-KR-4,KX_KW_KR4,Tobit,28,Hex. & Filt. Chromium,Increasing,8.02910292,21.13314303,3.050492471,48,FALSE,FALSE,01/04/2009,TRUE,-0.118458462,0.113009984,0.001313579,0.000520111,-10.08114866,17.40630511,log,17,35%
199-K-175,568882.72,146008.84,981.0781108,100-KR-4,KX_KW_KR4,Tobit,34,Hex. & Filt. Chromium,Decreasing,4.656029981,7.13777548,3.037166866,48,FALSE,FALSE,01/04/2009,TRUE,0.068257978,0.036850581,-0.000608246,0.00021324,5.588156554,6.642868662,log,17,0%
199-K-178,568963.01,146954.43,271.4492463,100-KR-4,KX_KW_KR4,Tobit,1,Hex. & Filt. Chromium,Not Significant,9.979778427,12.49899933,7.968316087,48,FALSE,FALSE,01/04/2009,TRUE,-0.140756367,0.07768797,-0.000100133,0.000192551,20.91236858,11.33724716,log,198,0%
199-K-18,569353.687,147400.811,241.3415314,100-KR-4,KX_KW_KR4,Tobit,16,Hex. & Filt. Chromium,Decreasing,0.032469982,0.056659589,0.018607613,48,FALSE,FALSE,01/04/2009,TRUE,-0.163572087,0.05590008,-0.001617167,6.54E-05,48.07526114,6.837780339,log,56,7%
199-K-181,568849.75,146892.82,237.4311393,100-KR-4,KX_KW_KR4,Tobit,1,Hex. & Filt. Chromium,Decreasing,4.062612604,4.944688174,3.337889183,48,FALSE,FALSE,01/04/2009,TRUE,0.078558514,0.042666937,-0.000239063,2.85E-05,-3.114486573,5.08448094,log,77,4%
199-K-182,571185.32,148350.24,885.4936318,100-KR-4,KX_KW_KR4,Tobit,50,Hex. & Filt. Chromium,Decreasing,8.561483154,9.740095577,7.525490198,48,FALSE,FALSE,01/04/2009,TRUE,0.053392903,0.038163127,-0.000369518,2.46E-05,3.229344337,4.600004393,log,165,0%
199-K-183,568302.28,146439.7,295.5083652,100-KR-4,NA,Tobit,7,Hex. & Filt. Chromium,Not Significant,8.846380925,11.03084452,7.094511694,48,FALSE,FALSE,NA,TRUE,0.033684852,0.057048861,-4.80E-05,6.88E-05,-0.841496064,7.104647402,log,50,2%
199-K-184,568618.68,146366.32,536.8154807,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Not Significant,8.590856502,11.57561045,6.375716922,48,FALSE,FALSE,01/04/2009,FALSE,NA,NA,5.40E-05,0.000100441,1.075361214,1.884944577,log,49,2%
199-K-185,568574.92,146726.17,216.7229118,100-KR-4,KX_KW_KR4,Tobit,1,Hex. & Filt. Chromium,Not Significant,4.401388006,5.885459744,3.291538338,48,FALSE,FALSE,01/04/2009,TRUE,-0.087560814,0.084331895,-0.000174816,9.50E-05,15.29995303,10.65836889,log,51,6%
199-K-187,569499,146054.68,1297.363546,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Not Significant,4.329626358,6.44890362,2.90679866,48,FALSE,FALSE,01/04/2009,FALSE,NA,NA,1.18E-06,5.62E-05,1.442087323,0.943442161,log,31,13%
199-K-188,569386.9,146370.05,983.6741558,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Increasing,55.3859348,65.56428152,46.78769754,48,TRUE,TRUE,01/04/2009,FALSE,NA,NA,0.000339458,0.000151462,-2.742932575,2.962381637,log,369,1%
199-K-189,569150.27,146809.68,506.6580241,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Increasing,20.31956885,26.32967704,15.68134989,48,FALSE,FALSE,01/04/2009,FALSE,NA,NA,0.000569276,7.92E-05,-8.320429175,1.475071293,log,47,6%
199-K-19,569458.517,147386.64,326.4822776,100-KR-4,KX_KW_KR4,Tobit,20,Hex. & Filt. Chromium,Decreasing,1.952221585,2.484535483,1.533956405,48,FALSE,FALSE,01/04/2009,TRUE,0.07664434,0.057508975,-0.000250202,4.13E-05,-3.398858742,6.995316542,log,42,17%
199-K-190,568835.28,146873.27,245.1758296,100-KR-4,KX_KW_KR4,Tobit,7,Hex. & Filt. Chromium,Decreasing,3.690870336,4.098340855,3.323911876,48,FALSE,FALSE,01/04/2009,TRUE,0.015331563,0.0213794,-0.000288603,1.82E-05,5.240566549,2.649834437,log,46,0%
199-K-191,569711.2,146886.65,855.8964847,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Decreasing,1.598990103,2.499820662,1.022781109,48,FALSE,FALSE,01/04/2009,FALSE,NA,NA,-0.000276116,6.28E-05,5.965730498,1.047391147,log,31,23%
199-K-192,569393.17,147294.32,343.8054895,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Increasing,7.323820331,9.978136766,5.375587196,48,FALSE,FALSE,01/04/2009,FALSE,NA,NA,9.24E-05,4.54E-05,0.152660024,0.768001594,log,29,17%
199-K-193,570641.99,146969.58,1462.365471,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Decreasing,21.19967758,22.71154167,19.78845539,48,FALSE,FALSE,01/04/2009,FALSE,NA,NA,-0.000262738,2.59E-05,8.28404206,0.486535762,log,111,0%
199-K-194,571315.65,147281.98,1720.738116,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Decreasing,2.744166647,4.212111163,1.78780908,48,FALSE,FALSE,01/04/2009,FALSE,NA,NA,-0.000335449,6.11E-05,7.686922818,1.025534026,log,29,7%
199-K-196,568433.3,146639.26,206.9007052,100-KR-4,KX_KW_KR4,Tobit,0,Hex. & Filt. Chromium,Decreasing,6.779109086,8.32343018,5.521319818,48,FALSE,FALSE,01/04/2009,TRUE,0.106441775,0.049712925,-0.000237076,7.65E-05,-5.934422268,6.289298832,log,166,1%
199-K-197,569348.77,147528.77,148.759079,100-KR-4,KX_KW_KR4,Tobit,10,Hex. & Filt. Chromium,Decreasing,0.719362943,1.600404927,0.323345071,48,FALSE,FALSE,01/04/2009,TRUE,0.287006389,0.098887541,-0.000467806,0.00011965,-24.90412918,12.72523926,log,25,28%
199-K-198,569304.19,147551.86,100.6768916,100-KR-4,KX_KW_KR4,Tobit,2,Hex. & Filt. Chromium,Decreasing,2.063053503,2.674440311,1.591431949,48,FALSE,FALSE,01/04/2009,TRUE,0.051591926,0.062358909,-0.000282971,5.61E-05,0.26564833,7.749739056,log,154,14%
199-K-199,569339.76,147585.3,102.9476002,100-KR-4,KX_KW_KR4,Tobit,72,Hex. & Filt. Chromium,Decreasing,1.524067915,2.008597795,1.156420173,48,FALSE,FALSE,01/04/2009,TRUE,0.052961215,0.064034844,-0.000362273,5.63E-05,1.381116788,7.807419403,log,150,15%
199-K-20,569520.516,147687.239,160.7154414,100-KR-4,KX_KW_KR4,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,48,FALSE,NA,01/04/2009,NA,NA,NA,NA,NA,NA,NA,log,64,44%
199-K-200,569426.14,147253.55,395.8547016,100-KR-4,KX_KW_KR4,Tobit,42,Hex. & Filt. Chromium,Decreasing,1.335088664,1.935663135,0.920853278,48,FALSE,FALSE,01/04/2009,TRUE,0.074934469,0.073607217,-0.000460014,6.64E-05,0.599989874,9.220068299,log,46,11%
