Name,XCoords,YCoords,Distance,OU,System,Model,Lag,Analyte,Trend,Mean,UCL,LCL,STD,Mean_Exceed,UCL_Exceed,Trend_Break,Use_RiverStage,RiverStage_Coeff,RiverStage_Coeff_stderror,Date_Coeff,Date_Coeff_stderror,Intercept,Intercept_stderror,Transformation,N,PND
AT-K-5-D,570358.927,148738.273,15.97530997,100-KR-4,KX_KW_KR4,Tobit,35,Hex. & Filt. Chromium,Decreasing,3.377087397,5.494892415,2.075512753,10,FALSE,FALSE,01/04/2009,TRUE,-0.377468098,0.202139593,-0.000254018,7.27E-05,50.62496655,23.88468762,log,14,7%
C5633,576390.6,154227.98,12.67012846,100-HR-3-H,HX,Tobit,12,Hex. & Filt. Chromium,Increasing,11.93356914,14.20734817,10.02369131,10,TRUE,TRUE,01/11/2011,TRUE,-0.506805976,0.079503575,0.000267955,2.85E-05,55.31377709,9.160915756,log,18,11%
C5636,576481.4,154179.43,13.25636224,100-HR-3-H,HX,Tobit,1,Hex. & Filt. Chromium,Not Significant,9.230285968,14.77463058,5.766518399,10,FALSE,TRUE,01/11/2011,TRUE,-0.111755675,0.23414723,0.00012194,7.80E-05,12.62179949,26.20423534,log,19,0%
C5638,576634.08,154070.38,9.858442897,100-HR-3-H,HX,Tobit,48,Hex. & Filt. Chromium,Not Significant,17.61165942,31.14886195,9.957684747,10,TRUE,TRUE,01/11/2011,TRUE,0.67638569,0.420829533,0.000112902,8.72E-05,-77.0017466,48.7504718,log,20,0%
C5641,576871.56,153916.62,26.98506621,100-HR-3-H,HX,Tobit,49,Hex. & Filt. Chromium,Decreasing,13.57762881,18.60990117,9.906124826,10,TRUE,TRUE,01/11/2011,TRUE,-0.461257875,0.161017316,-0.00011448,5.47E-05,57.82156262,18.88234472,log,22,5%
C5678,577278.65,153653.5,17.93302777,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,NA,NA,NA,10,NA,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,17,47%
C5682,577699.79,153338.71,38.77881588,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,48,FALSE,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,16,69%
C6238,568033.65,146604.18,6.857727941,100-KR-4,NA,Tobit,32,Hex. & Filt. Chromium,Not Significant,7.051409975,9.92656826,5.009020372,10,FALSE,FALSE,NA,TRUE,-0.0628902,0.115255851,0.000105714,8.18E-05,7.272958834,13.67352386,log,20,0%
C6241,568591.99,146978.85,19.32452151,100-KR-4,KX_KW_KR4,Tobit,14,Hex. & Filt. Chromium,Increasing,5.90900821,8.101981327,4.309609787,10,FALSE,FALSE,01/04/2009,TRUE,-0.381119492,0.101253053,0.000247122,7.99E-05,41.8537908,11.68031563,log,24,17%
C6244,568694.13,147063.98,8.003319844,100-KR-4,KX_KW_KR4,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/04/2009,NA,NA,NA,NA,NA,NA,NA,log,17,59%
C6246,568920.87,147277.73,16.19164376,100-KR-4,KX_KW_KR4,Tobit,1,Hex. & Filt. Chromium,Decreasing,0.037053372,0.240460799,0.005709672,10,FALSE,FALSE,01/04/2009,TRUE,-1.528597888,0.431334371,-0.001034387,0.000169627,197.7707769,52.52798236,log,16,50%
C6250,569314.98,147686.21,14.92592292,100-KR-4,KX_KW_KR4,Tobit,58,Hex. & Filt. Chromium,Decreasing,0.515977549,1.088379437,0.244613984,10,FALSE,FALSE,01/04/2009,TRUE,-0.420058078,0.086688852,-0.000657554,8.57E-05,62.01225041,10.6071113,log,21,33%
C6253,569464.26,147897.15,27.03552034,100-KR-4,KX_KW_KR4,Tobit,22,Hex. & Filt. Chromium,Decreasing,0.939068131,1.891033176,0.466331826,10,FALSE,FALSE,01/04/2009,TRUE,-0.302770763,0.277580922,-0.000619704,9.14E-05,48.01638548,32.7019315,log,16,19%
C6254,569713.15,148159.94,35.34613747,100-KR-4,KX_KW_KR4,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/04/2009,NA,NA,NA,NA,NA,NA,NA,log,14,71%
C6256,569711.5,148158.6,35.57420954,100-KR-4,KX_KW_KR4,Tobit,65,Hex. & Filt. Chromium,Decreasing,13.40044132,17.39970026,10.32039776,10,TRUE,TRUE,01/04/2009,TRUE,-0.208117831,0.068335656,-0.000117526,3.49E-05,29.5016086,8.164040815,log,17,0%
C6258,569851.35,148265.22,11.34601716,100-KR-4,KX_KW_KR4,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/04/2009,NA,NA,NA,NA,NA,NA,NA,log,15,80%
C6260,570214.85,148608.84,4.809064768,100-KR-4,KX_KW_KR4,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/04/2009,NA,NA,NA,NA,NA,NA,NA,log,14,86%
C6272,572920.42,151926.86,29.00315667,100-HR-3-D,DX,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/01/2011,NA,NA,NA,NA,NA,NA,NA,log,12,100%
C6293,578035.06,152996.7,28.55928917,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,14,64%
C6301,578583.54,152323.27,16.36077014,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,13,69%
C6334,572046.29,150949.98,8.819380937,100-HR-3-D,DX,Tobit,8,Hex. & Filt. Chromium,Increasing,7.477602021,13.70590496,4.079594317,10,FALSE,TRUE,01/01/2011,TRUE,-0.258298789,0.414364387,0.000243978,9.51E-05,27.29442809,49.17601196,log,11,36%
C7642,568490.69,146936.42,3.882902904,100-KR-4,KX_KW_KR4,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/04/2009,NA,NA,NA,NA,NA,NA,NA,log,33,79%
C7647,572076.62,151002.47,1.459384736,100-HR-3-D,DX,Tobit,48,Hex. & Filt. Chromium,Increasing,8.520302042,11.35128852,6.395357388,10,FALSE,TRUE,01/01/2011,TRUE,0.222879462,0.163514362,0.000151259,5.42E-05,-26.87155269,19.42586037,log,20,0%
C7649,578271.2,152659.93,36.87822635,100-HR-3-H,HX,Tobit,9,Hex. & Filt. Chromium,Not Significant,1.922597241,3.241486834,1.140334773,10,FALSE,FALSE,01/11/2011,TRUE,0.342422408,0.204623539,-4.36E-05,8.13E-05,-37.78069791,24.01365044,log,19,58%
C7650,578271.58,152659.02,37.10897727,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Decreasing,5.293104171,7.261364074,3.858359323,10,FALSE,FALSE,01/11/2011,TRUE,-0.351730134,0.178485786,-0.000503337,5.83E-05,52.05648692,20.57870097,log,21,0%
D0218,568400,146845,19.1507178,100-KR-4,NA,Tobit,8,Hex. & Filt. Chromium,Not Significant,5.710851484,7.664232788,4.255328038,48,FALSE,FALSE,NA,TRUE,-0.24920455,0.076413643,-1.76E-06,0.000265329,31.20145486,11.64168631,log,9,11%
D0219,568400,146845,19.1507178,100-KR-4,NA,Tobit,49,Hex. & Filt. Chromium,Not Significant,5.096733164,8.256021508,3.14639308,48,FALSE,FALSE,NA,TRUE,0.320292246,0.14736105,0.000549037,0.000446279,-47.11264355,22.40718787,log,9,22%
DD-10-3,573899.056,152788.072,28.73826679,100-HR-3-D,DX,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/01/2011,NA,NA,NA,NA,NA,NA,NA,log,7,86%
DD-12-2,573818.681,152683.696,5.513695938,100-HR-3-D,DX,Tobit,14,Hex. & Filt. Chromium,Not Significant,2.877967497,4.668813779,1.774047393,10,FALSE,FALSE,01/01/2011,TRUE,0.483972014,0.321257452,0.000153816,7.92E-05,-58.47474849,37.69424604,log,11,45%
DD-15-3,573700.597,152547.317,42.34477554,100-HR-3-D,DX,Tobit,4,Hex. & Filt. Chromium,Not Significant,4.364889206,7.613891979,2.502302086,10,FALSE,FALSE,01/01/2011,TRUE,-0.575576706,0.30359387,-0.000204461,9.31E-05,72.70308107,35.99926172,log,18,6%
DD-16-4,573651.165,152516.993,36.47971572,100-HR-3-D,DX,Tobit,16,Hex. & Filt. Chromium,Decreasing,4.425461995,5.646007354,3.468772292,10,FALSE,FALSE,01/01/2011,TRUE,-0.061708873,0.142382852,-0.000309004,4.03E-05,14.83844453,16.98605656,log,16,0%
DD-17-2,573597.984,152482.772,31.43982208,100-HR-3-D,DX,Tobit,60,Hex. & Filt. Chromium,Not Significant,3.288191097,5.200675752,2.078999193,10,FALSE,FALSE,01/01/2011,TRUE,0.482981881,0.121387011,-0.000150702,7.85E-05,-52.15493716,14.84781168,log,16,6%
DD-41-3,572532.688,151530.738,18.32762507,100-HR-3-D,DX,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/01/2011,NA,NA,NA,NA,NA,NA,NA,log,30,50%
DD-44-4,572411.362,151396.947,21.73324827,100-HR-3-D,DX,Tobit,NA,Hex. & Filt. Chromium,NA,3.35,NA,NA,10,FALSE,NA,01/01/2011,NA,NA,NA,NA,NA,NA,NA,log,31,52%
DD-49-3,572210.802,151163.304,11.85272914,100-HR-3-D,DX,Tobit,50,Hex. & Filt. Chromium,Decreasing,6.436443627,7.845500109,5.280454526,10,FALSE,FALSE,01/01/2011,TRUE,-0.262279208,0.100734346,-0.000166043,3.81E-05,35.76652568,12.11153636,log,20,0%
DD-50-3,572172.166,151120.007,7.047032675,100-HR-3-D,DX,Tobit,50,Hex. & Filt. Chromium,Not Significant,10.65917611,14.07384797,8.072990097,10,TRUE,TRUE,01/01/2011,TRUE,-0.291409745,0.151661247,5.12E-06,4.75E-05,36.26229359,18.08813276,log,20,0%
DD-50-4,572173.03,151121.18,7.031285952,100-HR-3-D,DX,Tobit,6,Hex. & Filt. Chromium,Not Significant,11.89404904,14.91455318,9.485259186,10,TRUE,TRUE,01/01/2011,TRUE,-0.289327765,0.123230352,-3.91E-05,3.92E-05,37.01386627,14.55210638,log,20,0%
DK-04-3,570453,148877,14.90887435,100-KR-4,KX_KW_KR4,Tobit,NA,Hex. & Filt. Chromium,NA,NA,NA,NA,10,NA,NA,01/04/2009,NA,NA,NA,NA,NA,NA,NA,log,4,75%
Redox-1-6.0,572716.336,151730.81,14.84820305,100-HR-3-D,DX,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/01/2011,NA,NA,NA,NA,NA,NA,NA,log,29,66%
Redox-3-3.3,572583.206,151603.027,5.541708993,100-HR-3-D,DX,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/01/2011,NA,NA,NA,NA,NA,NA,NA,log,24,58%
