KEY,WELL_py,ITER_py,LAG_py,lag_source,p_trend_py,p_interp,p_event,AIC_py,BIC_py,logLik,n_obs,n_cens,model_type,fit_ok,beta_intercept,beta_interp,beta_event,sigma,WELL_r,ITER_r,CLASS,p_trend_r,AIC_r,BIC_r,LAG_r,_merge,LAG_diff,p_trend_diff,AIC_diff,BIC_diff
199-D5-106__ITER1,199-D5-106,1,55.0,ULAG,,,,,,,31,0,INTERP+EVENT,False,,,,,199-D5-106,1.0,Trend_Summary,1.30109151341706e-07,INTERP + EVENT,INTERP + EVENT,55.0,both,0.0,,,
199-D5-123__ITER1,199-D5-123,1,0.0,NONE,1.0,,1.0,61.59541839459625,62.639940832319674,-29.797709197298126,21,0,EVENT,True,5.906540151500943,,0.0,0.2233364862061869,199-D5-123,1.0,Trend_Summary,0.268458212589203,EVENT,EVENT,0.0,both,0.0,0.731541787410797,,
199-D5-123__ITER2,199-D5-123,2,0.0,NONE,1.0,,1.0,98.48782025791775,100.01418078253391,-48.24391012895887,34,0,EVENT,True,3.3913038731264984,,0.0,1.3170000982867702,199-D5-123,2.0,Trend_Summary,3.6637359812630205e-15,EVENT,EVENT,0.0,both,0.0,0.9999999999999963,,
199-D5-125__ITER1,199-D5-125,1,47.0,ULAG,0.26634773234874676,0.08138399194489987,1.0,55.27375914286213,57.16263710119502,-25.636879571431066,19,0,INTERP+EVENT,True,4.276667945743675,0.028803600489291196,0.0,0.05397031519223479,199-D5-125,1.0,Trend_Summary,0.0067730343096631,INTERP + EVENT,INTERP + EVENT,47.0,both,0.0,0.2595746980390837,,
199-D5-125__ITER2,199-D5-125,2,47.0,ULAG,0.0025390631516655215,0.00020058405275102625,1.0,102.73915925030317,106.01433156975594,-49.36957962515159,38,2,INTERP+EVENT,True,-119.60722103325642,1.0541987554699053,0.0,1.7856387680973747,199-D5-125,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,47.0,both,0.0,0.0025390631516655215,,
199-D5-127__ITER1,199-D5-127,1,,NONE,,,,,,,93,1,INTERP+EVENT,False,,,,,199-D5-127,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,90.0,both,,,,
199-D5-127__ITER2,199-D5-127,2,,NONE,,,,,,,110,13,INTERP+EVENT,False,,,,,199-D5-127,2.0,Trend_Summary,0.311126129131636,INTERP + EVENT,INTERP + EVENT,77.0,both,,,,
199-D5-130__ITER1,199-D5-130,1,,NONE,,,,,,,114,0,INTERP+EVENT,False,,,,,199-D5-130,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,3.0,both,,,,
199-D5-130__ITER2,199-D5-130,2,,NONE,,,,,,,49,0,INTERP+EVENT,False,,,,,199-D5-130,2.0,Trend_Summary,0.0160057179235868,INTERP + EVENT,INTERP + EVENT,44.0,both,,,,
199-D5-131__ITER1,199-D5-131,1,,NONE,,,,,,,117,0,INTERP+EVENT,False,,,,,199-D5-131,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,2.0,both,,,,
199-D5-131__ITER2,199-D5-131,2,,NONE,,,,,,,65,1,INTERP+EVENT,False,,,,,199-D5-131,2.0,Trend_Summary,0.0058423813597507,INTERP + EVENT,INTERP + EVENT,27.0,both,,,,
199-D5-133__ITER1,199-D5-133,1,0.0,NONE,1.0,,1.0,121.1407961196111,122.8543681863154,-59.57039805980555,41,2,EVENT,True,2.2382983288739045,,0.0,1.1563390708025523,199-D5-133,1.0,Trend_Summary,3.15779624671109e-11,EVENT,EVENT,0.0,both,0.0,0.999999999968422,,
199-D5-133__ITER2,199-D5-133,2,0.0,NONE,1.0,,1.0,37.157004558289785,37.64191120807779,-17.578502279144892,12,3,EVENT,True,1.7029361949117052,,0.0,1.700285772755215,199-D5-133,2.0,Trend_Summary,0.0073402017922406,EVENT,EVENT,0.0,both,0.0,0.9926597982077594,,
199-D5-134__ITER1,199-D5-134,1,0.0,NONE,,,1.0,25.66087207773114,26.225821435192675,-11.83043603886557,13,10,EVENT,True,-0.7079580104215959,,0.0,2.0758879667552113,199-D5-134,1.0,Trend_Summary,,,,,both,,,,
199-D5-141__ITER1,199-D5-141,1,0.0,NONE,1.0,,1.0,2.0,2.70805020110221,-1.1084661187202677e-21,15,15,EVENT,True,-0.24855707528492788,,0.0,0.05340870115374274,199-D5-141,1.0,Trend_Summary,,,,,both,,,,
199-D5-142__ITER1,199-D5-142,1,54.0,ULAG,0.29107918676269806,0.1071028872506426,1.0,97.40726952475995,100.40028464769291,-46.70363476237998,33,5,INTERP+EVENT,True,-40.98563763812773,0.3649140357349967,0.0,0.9317990623355745,199-D5-142,1.0,Trend_Summary,7.18931195686778e-08,INTERP + EVENT,INTERP + EVENT,54.0,both,0.0,0.2910791148695785,,
199-D5-143__ITER1,199-D5-143,1,77.0,ULAG,0.7554252874582862,0.4531994258581056,1.0,94.25111733774455,97.182589143344,-45.12555866887227,32,0,INTERP+EVENT,True,-25.220329871236068,0.25054557134470884,0.0,1.3848861890521884,199-D5-143,1.0,Trend_Summary,2.2845059177711798e-12,INTERP + EVENT,INTERP + EVENT,77.0,both,0.0,0.7554252874560017,,
199-D5-145__ITER1,199-D5-145,1,36.0,ULAG,,,,,,,68,0,INTERP+EVENT,False,,,,,199-D5-145,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,36.0,both,0.0,,,
199-D5-146__ITER1,199-D5-146,1,16.0,ULAG,0.5908228401823616,0.2957564971609956,1.0,150.5171293146486,154.41961675181145,-73.2585646573243,52,0,INTERP+EVENT,True,-19.44009356158972,0.1948642514918747,0.0,0.7231911281420075,199-D5-146,1.0,Trend_Summary,3.15075746160076e-07,INTERP + EVENT,INTERP + EVENT,16.0,both,0.0,0.5908225251066155,,
199-D5-146__ITER2,199-D5-146,2,16.0,ULAG,0.9188524455347112,0.6818276374421368,1.0,236.3290756942587,241.1179740036036,-116.16453784712935,81,1,INTERP+EVENT,True,6.7439416248883575,-0.0383641497909066,0.0,0.645744984400972,199-D5-146,2.0,Trend_Summary,0.486924361512689,INTERP + EVENT,INTERP + EVENT,16.0,both,0.0,0.43192808402202226,,
199-D5-146__ITER3,199-D5-146,3,16.0,ULAG,0.4793874583495795,0.22138508570101367,1.0,101.17013369038281,104.22285473961513,-48.585066845191406,34,1,INTERP+EVENT,True,31.653318511874133,-0.24932448100613097,0.0,0.9225195958827475,199-D5-146,3.0,Trend_Summary,0.207302494850513,INTERP + EVENT,INTERP + EVENT,16.0,both,0.0,0.2720849634990665,,
199-D5-149__ITER1,199-D5-149,1,31.0,ULAG,0.6221443888269274,0.7840118094165702,1.0,68.32200637380546,70.59299480566376,-32.16100318690273,23,0,INTERP+EVENT,True,13.703134913951803,-0.093833070305387,0.0,0.3355914838372763,199-D5-149,1.0,Trend_Summary,0.0394491251130785,INTERP + EVENT,INTERP + EVENT,31.0,both,0.0,0.5826952637138488,,
199-D5-149__ITER2,199-D5-149,2,31.0,ULAG,0.9481091199848543,0.9172362210526089,1.0,32.272199308329476,32.87736949431757,-14.13609965416474,10,0,INTERP+EVENT,True,11.669495417164141,-0.07436112245878318,0.0,0.7319320662322244,199-D5-149,2.0,Trend_Summary,0.703646708543205,INTERP + EVENT,INTERP + EVENT,31.0,both,0.0,0.24446241144164926,,
199-D5-14__ITER1,199-D5-14,1,55.0,ULAG,0.46896578161456093,0.21442163900614042,1.0,116.00063170935842,119.37839061758629,-56.00031585467921,40,0,INTERP+EVENT,True,-39.0633513758196,0.37233142017790793,0.0,1.8381107669492787,199-D5-14,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,55.0,both,0.0,0.46896578161456093,,
199-D5-14__ITER2,199-D5-14,2,55.0,ULAG,0.8484074254034873,0.8434573665180222,1.0,34.88785912233022,35.68364966792696,-15.44392956116511,11,0,INTERP+EVENT,True,13.015261781880548,-0.09475214363849341,0.0,0.21510885371763386,199-D5-14,2.0,Trend_Summary,0.968478577991914,INTERP + EVENT,INTERP + EVENT,55.0,both,0.0,-0.1200711525884266,,
199-D5-150__ITER1,199-D5-150,1,44.0,ULAG,0.8295011152476052,0.5393774632212478,1.0,98.68043116269499,101.67344628562795,-47.34021558134749,33,4,INTERP+EVENT,True,-10.37266403143045,0.09950286297745274,0.0,0.6425021341194392,199-D5-150,1.0,Trend_Summary,1.07365616675015e-06,INTERP + EVENT,INTERP + EVENT,44.0,both,0.0,0.8295000415914384,,
199-D5-151__ITER1,199-D5-151,1,66.0,ULAG,0.946383770963028,0.6916389367369183,1.0,80.51246656376357,83.10414029577223,-38.256233281881784,27,0,INTERP+EVENT,True,9.82962636087094,-0.04849986887767041,0.0,0.6210389566087053,199-D5-151,1.0,Trend_Summary,0.0112162612689271,INTERP + EVENT,INTERP + EVENT,66.0,both,0.0,0.9351675096941009,,
199-D5-151__ITER2,199-D5-151,2,66.0,ULAG,,,,,,,20,0,INTERP+EVENT,False,,,,,199-D5-151,2.0,Trend_Summary,0.537057823207918,INTERP + EVENT,INTERP + EVENT,66.0,both,0.0,,,
199-D5-152__ITER1,199-D5-152,1,69.0,ULAG,0.4469227933790524,0.19903856721030722,1.0,110.59083870217398,113.86601102162675,-53.29541935108699,38,1,INTERP+EVENT,True,14.67969325984247,-0.10812753234552815,0.0,0.4319150364776861,199-D5-152,1.0,Trend_Summary,0.002370926659648,INTERP + EVENT,INTERP + EVENT,69.0,both,0.0,0.4445518667194044,,
199-D5-153__ITER1,199-D5-153,1,,NONE,,,,,,,5,0,INTERP+EVENT,False,,,,,199-D5-153,1.0,Trend_Summary,,,,,both,,,,
199-D5-153__ITER2,199-D5-153,2,,NONE,,,,,,,129,3,INTERP+EVENT,False,,,,,199-D5-153,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,25.0,both,,,,
199-D5-154__ITER1,199-D5-154,1,,NONE,,,,,,,124,0,INTERP+EVENT,False,,,,,199-D5-154,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,20.0,both,,,,
199-D5-159__ITER1,199-D5-159,1,,NONE,,,,,,,106,0,INTERP+EVENT,False,,,,,199-D5-159,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,18.0,both,,,,
199-D5-15__ITER1,199-D5-15,1,42.0,ULAG,0.7376250872917061,0.7571359355179342,1.0,31.77013147356699,32.375301659555085,-13.885065736783496,10,0,INTERP+EVENT,True,20.897432902959345,-0.12121298456336618,0.0,0.43499240281266055,199-D5-15,1.0,Trend_Summary,0.0316207183884131,INTERP + EVENT,INTERP + EVENT,42.0,both,0.0,0.706004368903293,,
199-D5-15__ITER2,199-D5-15,2,42.0,ULAG,0.008301079334004813,6.865085408015151e-05,1.0,83.54347546367178,86.41144987264208,-39.77173773183589,31,1,INTERP+EVENT,True,-102.74399173420441,0.9014913523259975,0.0,1.273641983311537,199-D5-15,2.0,Trend_Summary,1.1461533944157102e-09,INTERP + EVENT,INTERP + EVENT,42.0,both,0.0,0.008301078187851418,,
199-D5-160__ITER1,199-D5-160,1,56.0,ULAG,0.21415435873772037,0.07596998376730882,1.0,131.4602286119075,135.11751140488568,-63.73011430595374,46,0,INTERP+EVENT,True,-35.00558036891505,0.3319197775983165,0.0,1.174161167588261,199-D5-160,1.0,Trend_Summary,1.05617400620872e-05,INTERP + EVENT,INTERP + EVENT,56.0,both,0.0,0.2141437969976583,,
199-D5-162__ITER1,199-D5-162,1,32.0,ULAG,0.5356418047868365,0.3884000211209965,1.0,18.91191859185766,19.3063677465301,-7.45595929592883,9,7,INTERP+EVENT,True,44.41901646457155,-0.37536223962594534,0.0,0.2924731656386427,199-D5-162,1.0,Trend_Summary,,,,,both,,,,
199-D5-163__ITER1,199-D5-163,1,1.0,ULAG,0.9799762825547867,0.8368333214845097,1.0,19.563899949622613,19.958349104295053,-7.781949974811306,9,7,INTERP+EVENT,True,5.162058228803057,-0.0378159110648786,0.0,0.23181583923534882,199-D5-163,1.0,Trend_Summary,,,,,both,,,,
199-D5-16__ITER1,199-D5-16,1,64.0,ULAG,0.5852498983589408,0.2951313455178596,1.0,31.307337971528824,31.912508157516918,-13.653668985764412,10,0,INTERP+EVENT,True,20.349724460566623,-0.12448267545087198,0.0,0.3598554114471319,199-D5-16,1.0,Trend_Summary,0.0889039622333243,INTERP + EVENT,INTERP + EVENT,64.0,both,0.0,0.4963459361256165,,
199-D5-16__ITER2,199-D5-16,2,64.0,ULAG,,,,,,,29,0,INTERP+EVENT,False,,,,,199-D5-16,2.0,Trend_Summary,2.1785842019284e-09,INTERP + EVENT,INTERP + EVENT,64.0,both,0.0,,,
199-D5-17__ITER1,199-D5-17,1,63.0,ULAG,,,,,,,4,0,INTERP+EVENT,False,,,,,199-D5-17,1.0,Trend_Summary,,,,,both,,,,
199-D5-17__ITER2,199-D5-17,2,63.0,ULAG,0.8178587419070126,0.5178216385206729,1.0,54.679655906474665,56.460399422266995,-25.339827953237332,18,0,INTERP+EVENT,True,-20.073705667189095,0.18964604938025975,0.0,0.6176615791338067,199-D5-17,2.0,Trend_Summary,0.0019675336309364,INTERP + EVENT,INTERP + EVENT,63.0,both,0.0,0.8158912082760762,,
199-D5-32__ITER1,199-D5-32,1,,NONE,,,,,,,88,0,INTERP+EVENT,False,,,,,199-D5-32,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,39.0,both,,,,
199-D5-32__ITER2,199-D5-32,2,,NONE,,,,,,,184,0,INTERP+EVENT,False,,,,,199-D5-32,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,14.0,both,,,,
199-D5-33__ITER1,199-D5-33,1,25.0,ULAG,0.10075947839148691,0.009904412861082937,1.0,24.25551410839651,25.051304653993252,-10.127757054198256,11,7,INTERP+EVENT,True,-60.40210685892247,0.5187871047844294,0.0,0.42336321801726334,199-D5-33,1.0,Trend_Summary,,,,,both,,,,
199-D5-33__ITER2,199-D5-33,2,25.0,ULAG,0.5059349204886936,0.2460239685149479,1.0,87.57882109750811,90.38121586083243,-41.789410548754056,30,13,INTERP+EVENT,True,-40.29059402039094,0.35330991858337,0.0,1.6169831082452188,199-D5-33,2.0,Trend_Summary,0.0019774509413287,INTERP + EVENT,INTERP + EVENT,25.0,both,0.0,0.5039574695473649,,
199-D5-34__ITER1,199-D5-34,1,47.0,ULAG,0.9950315762676138,0.9840756090193344,1.0,74.93696504546412,77.37471669520052,-35.46848252273206,25,0,INTERP+EVENT,True,2.5318984232015684,0.01101539551163099,0.0,0.36151835148094097,199-D5-34,1.0,Trend_Summary,0.0001537005903122,INTERP + EVENT,INTERP + EVENT,47.0,both,0.0,0.9948778756773017,,
199-D5-34__ITER2,199-D5-34,2,47.0,ULAG,0.02088183638430363,0.00304576171340147,1.0,95.58794618353669,98.69864230651551,-45.79397309176834,35,0,INTERP+EVENT,True,51.88744530652473,-0.4005235097435644,0.0,0.8195238308541221,199-D5-34,2.0,Trend_Summary,1.11181233986013e-06,INTERP + EVENT,INTERP + EVENT,47.0,both,0.0,0.02088072457196377,,
199-D5-34__ITER3,199-D5-34,3,47.0,ULAG,,,,,,,147,0,INTERP+EVENT,False,,,,,199-D5-34,3.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,47.0,both,0.0,,,
199-D5-34__ITER4,199-D5-34,4,47.0,ULAG,,0.39522805261701566,1.0,133.81109502908689,137.46837782206507,-64.90554751454344,46,0,INTERP+EVENT,True,10.870205152099244,-0.07344120554966961,0.0,0.43879103097677213,199-D5-34,4.0,Trend_Summary,0.049859101681036,INTERP + EVENT,INTERP + EVENT,47.0,both,0.0,,,
199-D5-36__ITER1,199-D5-36,1,16.0,ULAG,0.836186849913627,0.5589557165479182,1.0,29.911587005024746,30.516757191012836,-12.955793502512373,10,5,INTERP+EVENT,True,-15.081991992471812,0.13486500182847785,0.0,0.5848351798418692,199-D5-36,1.0,Trend_Summary,0.753884885378197,INTERP + EVENT,INTERP + EVENT,16.0,both,0.0,0.08230196453543004,,
199-D5-36__ITER2,199-D5-36,2,16.0,ULAG,0.09088352941426092,0.02545063665590283,1.0,94.49243794609727,97.42390975169673,-45.246218973048634,32,8,INTERP+EVENT,True,-37.813453110734756,0.3352960075366673,0.0,0.7682376723483402,199-D5-36,2.0,Trend_Summary,0.009427973067965,INTERP + EVENT,INTERP + EVENT,16.0,both,0.0,0.08145555634629592,,
199-D5-37__ITER1,199-D5-37,1,9.0,ULAG,0.6794092181026737,0.36783657689542815,1.0,31.60570735340828,32.21087753939637,-13.80285367670414,10,0,INTERP+EVENT,True,-3.2837446275128657,0.06102004258471071,0.0,0.18954288355022803,199-D5-37,1.0,Trend_Summary,0.977119494818558,INTERP + EVENT,INTERP + EVENT,9.0,both,0.0,-0.29771027671588424,,
199-D5-37__ITER2,199-D5-37,2,9.0,ULAG,0.9923831561301932,0.9016235241086992,1.0,95.43513146892843,98.36660327452789,-45.717565734464216,32,2,INTERP+EVENT,True,0.15706228472063088,0.014695429881887745,0.0,0.6367766343028101,199-D5-37,2.0,Trend_Summary,0.0579356412047508,INTERP + EVENT,INTERP + EVENT,9.0,both,0.0,0.9344475149254424,,
199-D5-38__ITER1,199-D5-38,1,39.0,ULAG,0.9223866745476758,0.5083919562915167,1.0,71.94746808055945,74.30357574125534,-33.97373404027972,24,0,INTERP+EVENT,True,2.8015003002263175,0.03049058947926817,0.0,0.298813809433906,199-D5-38,1.0,Trend_Summary,1.04293337288563e-06,INTERP + EVENT,INTERP + EVENT,39.0,both,0.0,0.9223856316143029,,
199-D5-38__ITER2,199-D5-38,2,39.0,ULAG,0.2004721851189093,0.08306657241036781,1.0,90.49938732034296,93.36736172931326,-43.24969366017148,31,6,INTERP+EVENT,True,34.840438990218544,-0.2822580064009034,0.0,0.7253132272877044,199-D5-38,2.0,Trend_Summary,0.0056793647468742,INTERP + EVENT,INTERP + EVENT,39.0,both,0.0,0.1947928203720351,,
199-D5-39__ITER1,199-D5-39,1,,NONE,,,,,,,137,0,INTERP+EVENT,False,,,,,199-D5-39,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,32.0,both,,,,
199-D5-39__ITER2,199-D5-39,2,,NONE,,,,,,,11,0,INTERP+EVENT,False,,,,,199-D5-39,2.0,Trend_Summary,,,,68.0,both,,,,
199-D5-39__ITER3,199-D5-39,3,,NONE,,,,,,,148,0,INTERP+EVENT,False,,,,,199-D5-39,3.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,62.0,both,,,,
199-D5-39__ITER4,199-D5-39,4,,NONE,,,,,,,64,4,INTERP+EVENT,False,,,,,199-D5-39,4.0,Trend_Summary,0.107215431913857,INTERP + EVENT,INTERP + EVENT,1.0,both,,,,
199-D5-41__ITER1,199-D5-41,1,23.0,ULAG,0.5340584278244015,0.2334577077914518,1.0,23.65929062254021,23.818173705899884,-9.829645311270106,8,1,INTERP+EVENT,True,12.213198797696501,-0.08327844929116904,0.0,0.17029362777318338,199-D5-41,1.0,Trend_Summary,0.0509529779072899,INTERP + EVENT,INTERP + EVENT,23.0,both,0.0,0.4831054499171116,,
199-D5-41__ITER2,199-D5-41,2,23.0,ULAG,0.34942895514653805,0.15202828948039837,1.0,57.15072605772246,59.039604016055335,-26.57536302886123,19,6,INTERP+EVENT,True,114.90156326523609,-0.9688852604073487,0.0,1.7005343534045354,199-D5-41,2.0,Trend_Summary,0.0008190612410589,INTERP + EVENT,INTERP + EVENT,23.0,both,0.0,0.34860989390547914,,
199-D5-42__ITER1,199-D5-42,1,37.0,ULAG,0.9580414706548194,0.7716164281242669,1.0,32.335088689018605,34.11583220481093,-14.1675443445093,18,14,INTERP+EVENT,True,16.698879317995313,-0.1454146601773001,0.0,1.0770938983839826,199-D5-42,1.0,Trend_Summary,,,,,both,,,,
199-D5-43__ITER1,199-D5-43,1,48.0,ULAG,0.030589303743484564,0.0044353178292627455,1.0,65.13483982982936,67.49094749052526,-30.567419914914684,24,0,INTERP+EVENT,True,-31.00974281229698,0.31520240073552147,0.0,0.40596394865787944,199-D5-43,1.0,Trend_Summary,0.0001835758215061,INTERP + EVENT,INTERP + EVENT,48.0,both,0.0,0.030405727921978463,,
199-D5-43__ITER2,199-D5-43,2,48.0,ULAG,2.9951287385809877e-05,1.3649218321695476e-07,1.0,82.19411990108964,85.24684095032195,-39.09705995054482,34,4,INTERP+EVENT,True,-146.04747138386145,1.2655655354349633,0.0,1.4213134606252524,199-D5-43,2.0,Trend_Summary,4.20382617605242e-11,INTERP + EVENT,INTERP + EVENT,48.0,both,0.0,2.9951245347548117e-05,,
199-D5-44__ITER1,199-D5-44,1,2.0,ULAG,0.45565520794410475,0.34564840493942106,1.0,23.124677548803728,23.2835606321634,-9.562338774401864,8,4,INTERP+EVENT,True,93.02053992745729,-0.7852697432032831,0.0,0.7147170843378341,199-D5-44,1.0,Trend_Summary,0.0037454103706602,INTERP + EVENT,INTERP + EVENT,2.0,both,0.0,0.45190979757344457,,
199-D5-44__ITER2,199-D5-44,2,2.0,ULAG,0.9871393363446144,0.8718961057436295,1.0,51.756617258850824,53.30179470333039,-23.878308629425412,16,1,INTERP+EVENT,True,11.139292808757647,-0.07283171181938969,0.0,0.738945104976772,199-D5-44,2.0,Trend_Summary,2.33561140632332e-05,INTERP + EVENT,INTERP + EVENT,2.0,both,0.0,0.9871159802305511,,
199-D5-92__ITER1,199-D5-92,1,,NONE,,,,,,,133,0,INTERP+EVENT,False,,,,,199-D5-92,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,22.0,both,,,,
199-D5-92__ITER2,199-D5-92,2,,NONE,,,,,,,10,0,INTERP+EVENT,False,,,,,199-D5-92,2.0,Trend_Summary,,,,38.0,both,,,,
199-D5-92__ITER3,199-D5-92,3,,NONE,,,,,,,177,14,INTERP+EVENT,False,,,,,199-D5-92,3.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,9.0,both,,,,
199-D5-97__ITER1,199-D5-97,1,61.0,ULAG,0.6194854166045072,0.28902672153749553,1.0,65.47556322344558,67.65764813016222,-30.737781611722788,22,0,INTERP+EVENT,True,-0.7249839981052135,0.059389893014811034,0.0,0.20723043051146156,199-D5-97,1.0,Trend_Summary,0.0400513626835511,INTERP + EVENT,INTERP + EVENT,61.0,both,0.0,0.579434053920956,,
199-D5-97__ITER2,199-D5-97,2,61.0,ULAG,0.0004927927023300471,4.3211280429903786e-09,1.0,191.00081837691513,195.49780886101385,-93.50040918845757,70,3,INTERP+EVENT,True,-73.60590065795225,0.6490720979572936,0.0,1.2913545858359559,199-D5-97,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,61.0,both,0.0,0.0004927927023300471,,
199-D7-3__ITER1,199-D7-3,1,,NONE,,,,,,,62,0,INTERP+EVENT,False,,,,,199-D7-3,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,22.0,both,,,,
199-D7-3__ITER2,199-D7-3,2,,NONE,,,,,,,129,12,INTERP+EVENT,False,,,,,199-D7-3,2.0,Trend_Summary,0.143203758081613,INTERP + EVENT,INTERP + EVENT,19.0,both,,,,
199-D7-7__ITER1,199-D7-7,1,0.0,NONE,,,1.0,45.840092707986926,46.54814290908914,-21.920046353993463,15,6,EVENT,True,1.3191589079089043,,0.0,1.1443835154703903,199-D7-7,1.0,Trend_Summary,0.0022709952705156,EVENT,EVENT,0.0,both,0.0,,,
199-D8-101__ITER1,199-D8-101,1,8.0,ULAG,0.008133666479663959,0.0007510376772789167,1.0,79.5128250411293,82.31521980445362,-37.75641252056465,30,0,INTERP+EVENT,True,-32.26178979058446,0.29475398757640386,0.0,0.5126031555131577,199-D8-101,1.0,Trend_Summary,3.0339018852743e-08,INTERP + EVENT,INTERP + EVENT,8.0,both,0.0,0.008133636140645106,,
199-D8-102__ITER1,199-D8-102,1,41.0,ULAG,,,,,,,35,0,INTERP+EVENT,False,,,,,199-D8-102,1.0,Trend_Summary,0.0204765238574894,INTERP + EVENT,INTERP + EVENT,41.0,both,0.0,,,
199-D8-4__ITER1,199-D8-4,1,7.0,ULAG,,,,,,,5,0,INTERP+EVENT,False,,,,,199-D8-4,1.0,Trend_Summary,,,,,both,,,,
199-D8-4__ITER2,199-D8-4,2,7.0,ULAG,0.705728676273147,0.4052163644708112,1.0,130.2261351651992,133.74853539658633,-63.1130675825996,43,4,INTERP+EVENT,True,-24.204203956341352,0.2362969177832377,0.0,1.8953000172087784,199-D8-4,2.0,Trend_Summary,2.2204460492503099e-16,INTERP + EVENT,INTERP + EVENT,7.0,both,0.0,0.7057286762731467,,
199-D8-53__ITER1,199-D8-53,1,1.0,ULAG,1.937081930636353e-06,2.6758684706171872e-11,1.0,71.34128743798578,74.33430256091874,-33.67064371899289,33,0,INTERP+EVENT,True,74.41173902077824,-0.5987976431467887,0.0,0.4168577154096079,199-D8-53,1.0,Trend_Summary,3.4995654707437e-08,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,1.9020862759289159e-06,,
199-D8-53__ITER2,199-D8-53,2,1.0,ULAG,,0.6902551207320026,1.0,449.955745386319,455.99030505994887,-222.9778726931595,151,10,INTERP+EVENT,True,-2.4649143142500067,0.03650740127664541,0.0,0.8883732957637874,199-D8-53,2.0,Trend_Summary,0.0001433069379525,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,,,
199-D8-54A__ITER1,199-D8-54A,1,1.0,ULAG,,,,,,,35,0,INTERP+EVENT,False,,,,,199-D8-54A,1.0,Trend_Summary,2.70444718986074e-06,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,,,
199-D8-54A__ITER2,199-D8-54A,2,1.0,ULAG,0.8603757394609255,0.9129198781245248,1.0,74.64615450263271,77.08390615236911,-35.323077251316356,25,0,INTERP+EVENT,True,-8.121107728090417,0.09095241890948638,0.0,0.6091498377677834,199-D8-54A,2.0,Trend_Summary,0.0021190036754742,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,0.8582567357854513,,
199-D8-54B__ITER1,199-D8-54B,1,0.0,NONE,,,,,,,4,1,EVENT,False,,,,,199-D8-54B,1.0,Trend_Summary,,,,,both,,,,
199-D8-54B__ITER2,199-D8-54B,2,0.0,NONE,1.0,,1.0,69.23359687997339,70.36909109590255,-33.616798439986695,23,1,EVENT,True,1.904991310697801,,0.0,0.5195165735358824,199-D8-54B,2.0,Trend_Summary,4.96279158807011e-05,EVENT,EVENT,0.0,both,0.0,0.9999503720841193,,
199-D8-5__ITER1,199-D8-5,1,7.0,ULAG,0.8291638018035472,0.8303096233891925,1.0,26.328341423805227,26.4872245071649,-11.164170711902614,8,0,INTERP+EVENT,True,17.03881408363776,-0.09318164887251047,0.0,0.2548866215710189,199-D8-5,1.0,Trend_Summary,0.0530411359382622,INTERP + EVENT,INTERP + EVENT,7.0,both,0.0,0.776122665865285,,
199-D8-5__ITER2,199-D8-5,2,7.0,ULAG,0.007818374176801868,0.0010846252555047312,1.0,81.00393352380596,83.87190793277625,-38.50196676190298,31,2,INTERP+EVENT,True,-78.30433288416016,0.6825012406842126,0.0,0.9121725845821967,199-D8-5,2.0,Trend_Summary,0.0001117250163373,INTERP + EVENT,INTERP + EVENT,7.0,both,0.0,0.007706649160464568,,
199-D8-69__ITER1,199-D8-69,1,1.0,ULAG,0.011450437646064682,9.228372124723918e-05,1.0,20.60143894298687,20.99588809765931,-8.300719471493435,9,0,INTERP+EVENT,True,140.2931393959171,-1.1627735853986827,0.0,0.5543750138072373,199-D8-69,1.0,Trend_Summary,0.0035246684720619,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,0.007925769174002782,,
